	"X8294_w_01.isoforms.results"	"X8295_w_01.isoforms.results"	"X8296_w_01.isoforms.results"	"X8297_nos_01.isoforms.results"	"X8298_nos_01.isoforms.results"	"X8299_nos_01.isoforms.results"	"X8300_w_23.isoforms.results"	"X8301_w_23.isoforms.results"	"X8302_w_23.isoforms.results"	"X8303_nos_23.isoforms.results"	"X8304_nos_23.isoforms.results"	"X8305_nos_23.isoforms.results"
"FBtr0088841"	98.59	91.15	64.71	73.58	85.79	79.87	5.70	61.77	80.80	75.11	125.54	45.97
"FBtr0088842"	1140.36	1003.21	792.07	909.34	890.33	982.87	298.30	283.20	341.20	530.90	562.51	449.57
"FBtr0088888"	701.22	674.59	520.61	515.24	538.00	580.74	63.47	64.22	70.09	165.51	200.42	122.95
"FBtr0088889"	45.78	74.41	35.39	16.76	44.00	26.26	4.53	5.78	5.91	9.49	39.58	18.05
"FBtr0088886"	2283.61	2157.35	1808.88	1510.13	1886.35	2044.70	2712.10	3061.01	2912.00	2323.67	2890.47	2736.43
"FBtr0309844"	7.39	23.65	53.12	43.87	27.65	29.30	64.90	41.99	44.00	67.33	63.53	100.57
"FBtr0088849"	9.19	11.57	11.69	10.75	0.00	12.61	12.99	43.04	58.54	0.00	86.21	52.98
"FBtr0304751"	49.88	43.50	19.97	50.37	31.79	35.94	5.53	6.96	3.46	33.87	17.37	5.39
"FBtr0309843"	131.93	148.93	121.34	83.88	116.21	117.44	21.48	0.00	0.00	49.13	43.42	26.63
"FBtr0088882"	2268.00	2240.00	1632.00	1559.00	1841.00	1925.00	242.00	285.00	358.00	586.00	598.00	407.00
"FBtr0088880"	4944.93	4400.85	4195.06	2529.34	3046.24	3596.14	3989.89	3632.06	2542.83	3360.34	3401.96	3876.54
"FBtr0305127"	3.15	3.20	9.43	3.11	0.00	0.00	3.41	6.57	12.97	3.09	2.94	9.27
"FBtr0339128"	935.91	914.95	465.51	1089.55	1123.76	1153.86	1008.71	986.37	1068.20	1386.57	1590.10	1206.19
"FBtr0088853"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00
"FBtr0113052"	128.21	97.85	66.86	54.36	107.41	56.33	46.69	0.00	37.43	0.00	55.08	57.16
"FBtr0305126"	36.79	81.15	72.14	78.64	62.59	109.67	18.31	84.00	57.57	80.00	52.92	27.84
"FBtr0088878"	1041.41	797.62	884.89	639.99	882.49	787.28	700.83	667.57	537.51	792.75	1052.86	886.69
"FBtr0088879"	2476.59	2732.38	1760.11	1906.01	2268.51	2494.72	4275.17	5930.43	7156.49	3671.25	5595.14	4663.31
"FBtr0088875"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339126"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339127"	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
"FBtr0088873"	155.44	196.35	47.24	156.25	52.02	122.86	126.42	105.37	117.16	118.15	48.10	73.14
"FBtr0088874"	2767.58	2230.64	2119.99	1627.27	1968.48	2146.16	1622.12	1371.27	1058.82	1761.56	1931.93	1634.94
"FBtr0301231"	38.98	59.01	48.77	36.48	62.50	64.98	14.46	44.36	27.02	7.29	23.97	47.92
"FBtr0088871"	0.00	0.00	124.20	0.00	0.00	24.56	0.00	107.09	45.77	0.00	0.00	27.03
"FBtr0088872"	0.00	0.00	316.62	0.00	0.00	93.55	180.72	239.90	244.23	116.37	0.00	0.00
"FBtr0113053"	32.49	0.00	73.12	0.00	0.00	0.00	35.33	63.15	0.00	0.00	34.14	0.00
"FBtr0339123"	31.46	0.00	0.00	0.00	0.00	93.91	0.00	26.23	0.00	0.00	89.68	36.34
"FBtr0339124"	2548.06	1623.27	1231.07	1859.17	1364.22	1775.52	102.80	158.63	236.99	221.63	0.00	262.63
"FBtr0339125"	0.00	238.73	0.00	5.83	172.78	135.45	11.15	0.00	0.00	0.00	244.19	0.00
"FBtr0088860"	34.73	22.43	33.25	37.80	51.28	38.39	0.00	0.00	0.00	23.91	0.00	26.75
"FBtr0088861"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.80	18.62
"FBtr0088862"	1285.27	1384.57	1076.75	1153.20	1370.72	1303.61	627.00	749.00	864.00	992.09	1468.20	1105.63
"FBtr0088870"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339283"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088868"	1.00	1.00	4.00	0.00	0.00	2.00	4.00	7.00	8.00	2.00	0.00	3.00
"FBtr0339282"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
"FBtr0088867"	25.00	0.00	38.73	1.00	0.00	13.00	22.00	0.00	10.40	4.00	4.00	20.00
"FBtr0304750"	0.00	5.00	19.27	0.00	0.00	0.00	0.00	50.00	19.60	0.00	0.00	0.00
"FBtr0088827"	220.89	200.00	162.00	135.79	84.47	180.97	69.00	19.83	22.17	68.00	53.03	57.29
"FBtr0088828"	0.00	0.00	0.00	3.21	0.00	4.41	0.00	3.17	1.83	0.00	1.97	5.30
"FBtr0339281"	44.11	0.00	0.00	0.00	55.53	48.62	0.00	0.00	0.00	0.00	0.00	14.41
"FBtr0088780"	149.00	211.00	156.00	52.00	30.00	48.00	98.00	69.00	67.00	52.00	59.00	42.00
"FBtr0088822"	734.33	835.26	603.30	580.46	545.18	621.90	115.79	84.38	143.07	194.35	211.11	161.87
"FBtr0088823"	166.67	155.74	165.70	110.54	256.82	262.10	23.21	90.62	38.93	145.65	182.89	130.13
"FBtr0088781"	1871.00	1729.00	1568.00	1114.00	1251.00	1460.00	193.00	213.00	172.00	443.00	502.00	383.00
"FBtr0088821"	1154.72	1638.05	1077.65	538.88	599.52	756.85	647.67	695.06	653.42	604.97	592.18	620.06
"FBtr0301355"	1600.28	961.95	1202.35	1464.12	1896.48	2021.15	1044.33	1000.94	1030.58	1655.03	2184.82	1856.94
"FBtr0088782"	442.00	405.04	349.73	362.00	435.95	378.44	581.00	552.84	558.75	496.89	657.76	462.08
"FBtr0347555"	0.00	72.96	51.27	0.00	77.05	46.56	0.00	129.16	131.25	137.11	249.24	221.92
"FBtr0088783"	4788.00	4224.00	3676.00	3408.00	4157.00	4406.00	5064.00	5362.00	5451.00	4921.00	6319.00	5396.00
"FBtr0100667"	0.00	0.00	0.00	8.95	0.00	0.00	0.00	17.23	19.24	42.73	9.30	25.62
"FBtr0100668"	574.04	552.79	570.54	361.99	521.74	530.55	785.89	910.06	912.95	616.89	963.25	878.27
"FBtr0344881"	109.96	124.21	105.46	36.06	106.26	84.45	117.11	129.71	139.81	119.38	179.45	113.11
"FBtr0088784"	1221.00	1043.00	883.00	795.00	850.00	976.00	163.00	203.00	253.00	358.00	408.00	261.00
"FBtr0088816"	125.00	96.00	468.00	3.00	5.00	11.00	133.88	452.85	425.92	16.00	13.06	38.00
"FBtr0339297"	0.00	0.00	0.00	0.00	0.00	0.00	4.12	6.15	2.08	0.00	1.94	0.00
"FBtr0088809"	0.00	0.00	0.00	4.00	1.00	21.00	13.00	8.00	0.00	37.00	24.00	18.00
"FBtr0307066"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	15.00	0.00	0.00	0.00
"FBtr0307067"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088807"	1144.00	1230.00	950.00	882.00	925.00	1052.00	156.00	195.00	243.00	273.00	392.00	259.00
"FBtr0088789"	2152.00	2122.00	1841.00	1435.00	1628.00	1710.00	302.00	261.00	176.00	613.00	653.00	458.00
"FBtr0088805"	43.00	47.00	42.00	8.00	12.00	22.00	31.00	46.00	89.00	21.00	51.00	36.00
"FBtr0088804"	0.00	0.00	0.00	53.00	3.00	428.00	44.00	1.00	21.00	432.00	472.00	197.00
"FBtr0088794"	0.00	0.00	0.00	1.00	0.00	3.00	0.00	1.00	0.00	9.00	8.00	7.00
"FBtr0088796"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339312"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088802"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339313"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088801"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088739"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0089732"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088765"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088766"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBtr0088740"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088764"	3.00	0.00	2.00	0.00	0.00	5.00	2.00	1.00	1.00	1.00	1.00	4.00
"FBtr0290124"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088760"	3.00	1.00	13.00	2.00	1.00	6.00	8.00	28.00	35.00	10.00	20.00	12.00
"FBtr0331956"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088748"	40.00	43.00	169.00	0.00	1.00	5.00	25.00	127.00	105.00	4.00	3.00	5.00
"FBtr0088757"	2.00	7.00	17.00	0.00	0.00	0.00	0.00	3.00	7.00	0.00	2.00	2.00
"FBtr0345489"	0.00	0.00	4.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088752"	31.00	41.00	124.00	0.00	1.00	3.00	1.00	25.00	17.00	5.00	8.00	13.00
"FBtr0088736"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	5.00	1.00
"FBtr0302331"	0.00	1.00	0.00	8.01	12.84	17.00	0.00	3.07	1.00	6.04	26.99	13.99
"FBtr0345575"	0.00	0.00	0.00	1.99	2.16	0.00	0.00	1.93	0.00	3.96	2.01	2.01
"FBtr0088689"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0333553"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBtr0088690"	65.00	65.00	43.00	3.00	6.00	6.00	54.00	73.00	60.00	11.00	25.00	12.00
"FBtr0088691"	0.00	0.00	0.00	2.00	7.00	27.00	24.00	0.00	10.00	24.00	9.00	28.00
"FBtr0290280"	0.00	0.00	0.00	0.00	0.00	1.00	4.00	4.00	2.00	2.00	0.00	7.00
"FBtr0088730"	2659.66	2529.59	2060.45	1604.67	1882.62	1805.59	1052.57	848.96	784.86	1223.84	1297.10	1012.75
"FBtr0339357"	34.34	18.41	40.55	33.33	20.38	48.41	28.43	22.04	30.14	22.16	23.90	28.25
"FBtr0310502"	2.00	0.00	0.00	1.00	3.00	0.00	1.00	0.00	1.00	2.00	5.00	3.00
"FBtr0290112"	2557.27	1867.61	1718.81	1639.58	1598.28	2168.94	2881.54	2573.95	2300.13	3029.53	3656.01	3287.17
"FBtr0301363"	1478.30	869.90	955.86	957.94	776.14	1030.77	714.96	395.17	305.71	849.91	428.46	691.21
"FBtr0305080"	35.84	34.10	40.29	34.23	7.61	124.74	64.08	88.65	135.46	155.68	274.60	243.09
"FBtr0305081"	23.68	55.96	22.92	0.00	67.62	127.59	26.41	80.33	41.00	37.75	207.02	117.71
"FBtr0305082"	79.90	73.43	83.13	181.02	33.45	421.97	147.60	363.91	422.70	640.76	853.12	772.02
"FBtr0310448"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0310449"	0.00	0.00	0.00	0.00	59.91	0.00	0.00	0.00	0.00	0.00	0.00	34.36
"FBtr0310450"	0.00	0.00	0.00	14.23	0.00	0.00	26.40	0.00	0.00	123.37	37.78	22.43
"FBtr0088728"	487.00	473.00	394.00	359.00	546.00	511.00	190.00	229.00	231.00	331.00	388.00	337.00
"FBtr0088695"	3156.00	2898.00	2368.00	2246.00	2582.00	2731.00	3433.00	3684.00	3556.00	3065.00	3618.00	3266.00
"FBtr0088727"	9.00	0.00	0.00	9.60	0.00	0.00	0.00	0.00	0.00	0.00	9.69	0.00
"FBtr0339356"	3590.00	3219.00	2582.00	2642.40	3039.00	3174.00	1066.00	1033.00	1140.00	1686.00	1939.31	1456.00
"FBtr0088725"	0.00	0.00	3.00	0.00	1.00	10.30	8.00	5.41	11.00	12.00	15.00	5.38
"FBtr0339344"	0.00	0.00	0.00	0.00	0.00	5.70	0.00	0.00	0.00	0.00	0.00	4.91
"FBtr0339345"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.59	0.00	0.00	0.00	2.71
"FBtr0088705"	3.00	1.00	1.00	0.00	0.00	4.00	5.00	6.00	4.00	7.00	4.00	7.00
"FBtr0088724"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088706"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339335"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0307024"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0339342"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
"FBtr0339343"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0307023"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00
"FBtr0088708"	2.39	1.60	10.51	0.00	0.00	0.00	1.46	25.51	40.87	0.00	0.00	0.62
"FBtr0339336"	1.39	0.00	1.51	0.00	0.00	0.00	0.00	1.51	10.74	0.00	1.42	2.80
"FBtr0088714"	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBtr0088686"	343.50	378.00	287.00	302.50	310.00	354.50	20.50	34.00	45.00	47.00	58.00	45.00
"FBtr0330246"	343.50	378.00	287.00	302.50	310.00	354.50	20.50	34.00	45.00	47.00	58.00	45.00
"FBtr0088642"	2117.93	1359.98	1307.76	1218.12	1169.15	1611.86	622.34	623.03	647.07	925.51	980.40	925.13
"FBtr0088643"	1208.07	1186.98	828.24	1111.88	948.60	1153.61	704.66	626.27	463.93	836.49	663.60	701.87
"FBtr0339302"	0.00	15.04	0.00	0.00	5.24	14.43	0.00	13.97	0.00	0.00	0.00	0.00
"FBtr0345224"	0.00	0.00	0.00	0.00	10.01	0.10	0.00	13.73	0.00	0.00	0.00	0.00
"FBtr0088644"	246.00	228.00	204.00	186.00	287.00	211.00	297.00	354.00	401.00	300.00	440.00	383.00
"FBtr0088684"	687.00	667.00	575.00	586.00	697.00	673.00	573.00	620.00	634.00	847.00	1025.00	787.00
"FBtr0088682"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088678"	0.02	0.00	0.51	18.00	0.00	14.85	14.54	19.00	8.26	23.00	22.91	30.00
"FBtr0339308"	15.98	13.00	10.49	0.00	36.00	15.15	7.46	0.00	8.74	0.00	12.09	0.00
"FBtr0290033"	673.00	583.00	536.00	422.00	468.00	478.00	206.00	206.00	150.00	397.00	421.00	301.00
"FBtr0088652"	3932.00	3561.00	2671.00	2905.00	3141.00	3574.00	1033.00	1079.00	1040.00	1842.00	2086.00	1609.00
"FBtr0088653"	673.00	707.00	590.00	582.00	643.00	703.00	730.00	842.00	918.00	792.00	941.00	837.00
"FBtr0088676"	1570.00	1508.00	947.00	1223.00	1284.00	1508.00	173.00	218.00	316.00	363.00	518.00	325.00
"FBtr0088654"	2542.03	2169.50	1981.59	1544.54	1659.53	1964.80	2967.31	3402.23	3326.86	2330.38	3117.30	3119.67
"FBtr0339303"	175.97	77.50	73.41	57.46	96.47	111.20	181.69	64.77	141.14	259.62	65.70	129.33
"FBtr0300706"	0.00	0.00	0.00	1.00	1.00	3.00	2.00	2.00	4.00	2.00	2.00	1.00
"FBtr0088675"	998.00	795.00	751.00	603.00	750.00	826.00	358.00	427.00	425.00	548.00	710.00	652.00
"FBtr0088656"	3.00	1.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	2.00	1.00
"FBtr0290278"	333.13	338.82	341.13	368.42	478.51	483.27	398.03	467.50	362.73	554.50	628.84	616.25
"FBtr0290279"	60.65	40.72	13.25	111.15	141.22	167.35	87.83	68.63	77.17	183.92	236.95	161.82
"FBtr0088657"	989.67	1310.57	1142.24	880.61	1476.20	1324.43	1222.91	1594.89	1574.77	1583.54	2292.26	1822.70
"FBtr0339306"	62.33	66.43	45.76	47.39	106.80	63.57	73.09	88.11	123.23	92.46	208.74	122.30
"FBtr0088671"	0.00	0.00	2.00	0.00	0.00	1.00	1.00	6.00	2.00	0.00	0.00	0.00
"FBtr0273384"	0.00	0.00	0.00	5.00	0.00	81.00	0.00	0.00	5.52	47.59	72.00	116.00
"FBtr0273385"	5.00	1.00	1.00	0.00	5.00	0.00	17.00	21.00	0.00	36.41	0.00	0.00
"FBtr0339307"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.48	0.00	0.00	0.00
"FBtr0301191"	0.00	0.00	0.00	0.00	1.00	6.65	7.03	2.00	5.55	10.81	0.11	7.28
"FBtr0301192"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.28	0.00
"FBtr0301193"	0.00	0.00	0.00	0.00	0.00	8.95	3.97	0.00	1.45	17.19	0.00	3.72
"FBtr0339289"	0.00	0.00	0.00	0.00	0.00	8.39	0.00	0.00	0.00	0.00	2.62	0.00
"FBtr0088666"	0.00	0.00	0.00	3.00	0.00	4.00	1.00	0.00	0.00	4.00	3.00	3.00
"FBtr0088660"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088665"	0.00	0.00	0.00	0.00	0.00	0.00	9.48	3.00	5.98	0.00	0.00	0.00
"FBtr0110892"	1.00	2.00	0.00	0.00	1.00	20.00	37.52	0.00	10.02	38.00	3.00	29.00
"FBtr0088664"	8.00	11.00	31.00	0.00	1.00	7.00	17.00	22.00	23.00	4.00	42.00	16.00
"FBtr0339288"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0088663"	5.00	12.00	6.00	55.00	42.00	146.00	101.00	66.00	54.00	359.00	556.00	229.00
"FBtr0088662"	0.00	0.00	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0308823"	0.00	0.00	0.00	0.00	0.00	0.00	17.60	10.27	16.00	10.00	0.00	0.00
"FBtr0339287"	7.00	1.00	0.00	1.00	2.00	3.00	1.40	3.73	0.00	0.00	11.00	9.00
"FBtr0088661"	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	2.00	0.00	1.00	0.00
"FBtr0339286"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0300173"	1.00	2.00	1.00	0.00	2.00	0.00	5.00	5.00	12.00	3.00	3.00	7.00
"FBtr0300369"	81.38	117.08	100.22	26.06	20.58	60.50	116.99	176.17	201.45	72.99	87.03	135.61
"FBtr0310147"	389.26	335.05	318.34	331.96	357.84	415.70	435.07	562.98	484.91	451.43	532.60	518.40
"FBtr0310148"	84.18	123.24	88.72	0.00	0.00	0.00	112.42	36.33	45.00	0.00	38.11	0.00
"FBtr0339285"	25.18	43.63	30.73	23.98	71.58	19.81	126.51	37.51	32.63	94.57	141.26	39.99
"FBtr0088633"	325.47	381.40	288.88	543.99	610.36	589.82	22.71	17.44	6.40	105.94	148.52	71.89
"FBtr0310143"	266.30	284.68	226.78	23.63	95.82	36.90	32.59	51.98	79.86	32.73	23.73	46.73
"FBtr0310144"	86.81	87.99	31.80	0.00	16.76	15.19	0.00	0.00	0.00	0.00	0.00	19.44
"FBtr0310145"	11.52	0.00	17.95	16.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBtr0310146"	165.87	207.42	115.05	44.67	9.58	21.17	8.58	17.70	8.78	0.00	0.00	0.00
"FBtr0088632"	3117.04	3158.51	2498.53	2271.47	2410.47	2694.91	36.12	32.88	33.95	302.32	329.75	150.94
"FBtr0088631"	200.00	196.00	147.00	148.00	183.00	217.00	163.00	262.00	299.00	226.00	339.00	256.00
"FBtr0088565"	552.00	517.00	453.00	313.00	393.00	467.00	367.00	390.00	411.00	379.00	447.00	445.00
"FBtr0088630"	3622.00	3154.00	2676.00	2499.00	3106.00	3366.00	4581.00	4747.00	5005.00	4215.00	5225.00	4795.00
"FBtr0088567"	2024.00	2024.00	1636.00	1777.00	2350.00	2278.00	2685.00	3116.00	3690.00	3203.00	4295.00	3377.00
"FBtr0088628"	2281.00	1840.00	1456.00	1706.00	2125.00	2222.00	2332.00	2339.00	2501.00	2544.00	3206.00	2755.00
"FBtr0088568"	1717.00	1504.61	1197.00	1176.40	1437.00	1472.00	641.52	543.59	563.67	949.81	1054.29	822.74
"FBtr0088569"	0.00	16.39	0.00	18.60	0.00	0.00	33.48	66.41	35.33	17.19	84.71	61.26
"FBtr0088579"	779.94	891.86	699.26	521.97	669.75	691.08	1044.14	1234.83	1347.43	798.36	1126.49	966.58
"FBtr0302495"	49.06	40.14	28.74	20.03	82.25	56.92	73.86	104.17	93.57	64.64	125.51	64.42
"FBtr0088580"	107.54	102.79	0.00	87.84	70.81	0.00	0.00	59.90	43.61	79.32	0.00	78.25
"FBtr0300180"	645.99	697.34	473.36	283.31	307.60	417.04	287.64	410.98	370.33	246.59	386.70	345.43
"FBtr0302496"	92.21	142.87	170.23	125.97	165.74	346.53	190.29	190.06	123.11	191.59	282.44	257.57
"FBtr0339360"	626.44	512.34	488.91	388.83	442.87	502.70	479.68	359.66	366.54	453.20	464.87	433.51
"FBtr0339361"	152.82	51.67	68.49	271.05	362.98	250.72	328.39	242.41	316.41	318.30	343.99	213.24
"FBtr0088622"	0.00	0.00	0.00	0.00	0.00	0.00	3.00	6.00	0.00	0.00	0.00	0.00
"FBtr0114598"	0.00	1.00	1.00	2.00	1.00	0.00	0.00	0.00	7.00	6.00	7.00	11.00
"FBtr0088620"	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	2.22	2.10	2.00	0.00
"FBtr0088621"	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	1.78	5.90	0.00	8.00
"FBtr0301527"	39.00	27.00	39.00	22.00	41.00	39.00	36.00	84.00	101.00	61.00	122.00	82.00
"FBtr0088611"	9.88	71.91	35.68	13.37	28.71	34.91	87.94	73.03	40.10	81.20	79.17	52.36
"FBtr0302511"	1347.86	1267.15	1187.60	874.63	968.70	959.92	201.04	162.32	132.39	313.50	289.67	173.35
"FBtr0302512"	1702.19	1587.02	1392.02	1207.82	1361.44	1432.62	133.54	122.81	114.71	284.55	284.49	178.96
"FBtr0088609"	1604.00	1494.00	1287.00	1094.00	1301.00	1398.00	507.00	410.00	335.00	899.00	940.00	709.00
"FBtr0088591"	0.00	1.00	1.00	2.00	2.00	6.00	4.00	7.00	8.00	14.00	10.00	12.00
"FBtr0088593"	2.00	3.00	6.00	0.00	0.00	2.00	5.00	10.00	3.00	0.00	0.00	5.00
"FBtr0088600"	1164.00	1080.00	911.00	926.00	1170.00	1189.00	1443.00	1659.00	1803.00	1601.00	2081.00	1650.00
"FBtr0088595"	1342.56	1220.69	940.58	944.75	1040.64	1175.00	156.63	235.32	242.92	362.38	472.41	354.58
"FBtr0088596"	15.44	16.31	8.42	8.25	18.36	0.00	33.37	19.68	43.08	26.62	21.59	12.42
"FBtr0088598"	1030.25	771.27	642.36	603.70	540.90	674.78	471.67	373.88	375.02	407.20	407.30	529.51
"FBtr0333000"	95.47	87.25	91.65	10.17	121.56	32.98	84.01	61.84	58.30	54.25	67.68	39.92
"FBtr0345024"	417.28	374.48	287.99	354.13	407.55	489.24	249.32	191.28	87.68	468.55	469.03	240.56
"FBtr0088558"	2.76	1.69	1.69	0.00	0.00	2.52	9.61	7.91	8.22	0.00	2.78	0.00
"FBtr0088503"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBtr0332996"	0.00	9.31	4.31	0.00	0.00	8.79	0.00	0.00	0.00	13.13	14.03	8.92
"FBtr0332997"	10.24	0.00	27.00	1.81	2.00	5.89	27.39	14.66	20.78	3.87	0.18	9.08
"FBtr0088555"	2.00	1.00	1.00	0.00	1.00	1.00	0.00	0.00	1.00	1.00	4.00	1.00
"FBtr0088551"	0.00	0.00	0.00	0.00	1.00	4.00	0.00	0.00	0.00	8.00	0.00	1.00
"FBtr0300293"	476.28	401.14	445.22	603.91	558.21	552.37	103.66	52.66	118.23	185.41	167.91	184.66
"FBtr0333003"	720.72	822.86	595.78	468.09	648.79	664.63	97.34	121.34	47.77	261.59	301.09	134.34
"FBtr0088547"	643.87	631.08	516.53	469.37	608.89	644.79	577.86	621.14	733.44	650.37	834.13	639.32
"FBtr0310031"	5.15	0.00	0.00	2.26	0.00	5.36	0.00	1.84	3.61	0.00	0.00	0.00
"FBtr0310032"	2.91	2.92	8.86	2.85	2.79	14.08	26.90	18.02	31.96	26.01	41.66	22.11
"FBtr0310033"	4.07	0.00	12.61	12.52	15.32	21.77	5.24	0.00	0.00	14.62	20.21	19.57
"FBtr0088519"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBtr0088520"	40.00	40.00	115.00	0.00	0.00	15.00	48.00	135.00	129.00	2.00	0.00	37.00
"FBtr0088521"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	31.52	0.00	0.00	0.73	0.00
"FBtr0088522"	477.00	474.00	414.26	252.18	380.00	379.99	385.33	322.25	273.00	354.54	355.27	338.14
"FBtr0088523"	0.00	0.00	15.74	17.82	0.00	12.01	37.67	15.23	0.00	15.46	0.00	20.86
"FBtr0088542"	0.00	0.00	0.00	0.00	0.00	37.95	0.00	0.00	0.00	0.00	35.36	0.00
"FBtr0339393"	652.00	636.00	528.00	349.00	476.00	382.05	756.00	824.00	795.00	566.00	663.64	617.00
"FBtr0088524"	1567.00	1587.00	1244.00	1412.00	1719.00	1754.00	356.00	490.00	495.00	646.00	901.00	649.00
"FBtr0088541"	123.07	144.46	126.06	72.78	102.91	115.59	97.05	100.17	103.63	109.05	125.30	101.19
"FBtr0113060"	35.93	35.54	21.94	22.22	29.09	19.41	23.95	23.83	45.37	41.95	62.70	65.81
"FBtr0339392"	252.00	240.00	173.00	138.00	174.00	169.00	51.00	39.00	36.00	43.00	86.00	63.00
"FBtr0088531"	979.75	931.32	869.75	743.66	942.08	929.10	1004.29	1049.31	955.50	1235.94	1505.32	1314.02
"FBtr0088532"	8.14	8.68	33.25	9.18	10.92	38.90	27.71	39.66	80.35	68.06	102.68	86.92
"FBtr0088502"	16.00	21.00	40.00	6.00	9.00	5.00	22.00	47.00	44.00	23.00	52.00	41.00
