	"X8294_w_01.genes.results"	"X8295_w_01.genes.results"	"X8296_w_01.genes.results"	"X8297_nos_01.genes.results"	"X8298_nos_01.genes.results"	"X8299_nos_01.genes.results"	"X8300_w_23.genes.results"	"X8301_w_23.genes.results"	"X8302_w_23.genes.results"	"X8303_nos_23.genes.results"	"X8304_nos_23.genes.results"	"X8305_nos_23.genes.results"
"FBgn0000635"	87.00	44.00	139.00	233.00	199.00	498.00	287.00	395.00	390.00	1015.00	1067.00	1007.00
"FBgn0000636"	15.00	14.00	39.00	243.00	110.00	601.00	129.00	90.00	73.00	887.00	778.00	820.00
"FBgn0000639"	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	2.00	3.00	3.00	4.00
"FBgn0000640"	0.00	0.00	0.00	1.00	0.00	0.00	3.00	1.00	3.00	2.00	6.00	7.00
"FBgn0000644"	1.00	2.00	2.00	0.00	0.00	2.00	1.00	4.00	2.00	4.00	4.00	2.00
"FBgn0000658"	62.00	61.00	63.00	207.00	209.00	397.00	626.00	855.00	1163.00	952.00	1264.00	1034.00
"FBgn0000659"	96.00	102.00	71.00	102.00	233.00	319.00	1103.00	1413.00	1775.00	1056.00	1615.00	1434.00
"FBgn0000662"	4048.00	3160.00	2723.00	3353.00	3403.00	4102.00	3857.00	3970.00	3961.00	4675.00	5165.00	4785.00
"FBgn0000667"	4938.77	3618.16	2996.65	2603.16	2495.55	3345.36	2612.87	2325.56	2301.74	2360.32	2393.74	2312.74
"FBgn0000709"	3884.00	2878.00	2651.00	2565.00	2744.00	3204.00	1892.00	1623.00	1537.00	2274.00	2502.00	2170.00
"FBgn0000711"	1740.00	1642.00	1577.00	1210.00	1618.00	1517.00	1968.00	2098.00	1849.00	1834.00	2191.00	1987.00
"FBgn0000715"	6.00	1.00	4.00	0.00	1.00	1.00	1.00	5.00	3.00	1.00	1.00	2.00
"FBgn0000719"	2457.00	2005.00	1752.00	1642.00	1661.00	2082.00	915.00	767.00	714.00	1222.00	1320.00	1022.00
"FBgn0000721"	13416.00	10500.00	9119.00	8292.00	8112.00	10277.00	13393.00	12763.00	11429.00	10679.00	11489.00	12453.00
"FBgn0000723"	62.00	69.00	72.00	41.00	81.00	188.00	458.00	639.00	874.00	419.00	664.00	620.00
"FBgn0000808"	332.00	337.00	222.00	216.00	233.00	263.00	79.00	62.00	50.00	126.00	112.00	100.00
"FBgn0000810"	1511.00	1192.00	1051.00	1157.00	1261.00	1495.00	1827.00	1836.00	1724.00	1673.00	2157.00	2115.00
"FBgn0000826"	2605.00	2623.00	1780.00	1351.00	1471.00	1397.00	147.00	84.00	104.00	191.00	202.00	121.00
"FBgn0000927"	8131.00	7037.00	4852.00	6765.00	6401.00	7491.00	117.00	83.00	64.00	647.00	749.00	332.00
"FBgn0000928"	13.00	7.00	3.00	4.00	16.00	13.00	18.00	18.00	12.00	19.00	33.00	23.00
"FBgn0000964"	4.00	1.00	5.00	1.00	0.00	4.00	3.00	0.00	3.00	2.00	1.00	2.00
"FBgn0000996"	11026.00	9342.00	7981.00	6612.00	6700.00	7793.00	8851.00	8584.00	7990.00	6853.00	8071.00	6654.00
"FBgn0001075"	68.00	67.00	65.00	304.00	223.00	564.00	457.00	627.00	688.00	1240.00	1419.00	1343.00
"FBgn0001077"	128.00	127.00	86.00	90.00	324.00	286.00	1472.00	1936.00	2457.00	1196.00	2041.00	1932.00
"FBgn0001078"	8365.00	6440.74	6044.43	5223.04	5632.44	6793.00	6707.68	5684.21	4800.15	6297.00	6499.00	6691.00
"FBgn0001079"	2632.00	2210.00	1839.00	1580.00	1701.00	1874.00	2683.00	2751.00	2532.00	2111.00	2569.00	2500.00
"FBgn0001083"	0.00	3.00	6.00	7.00	0.00	30.00	25.00	19.00	27.00	35.00	56.00	54.00
"FBgn0001084"	657.00	681.00	517.00	531.00	547.00	559.00	321.00	296.00	357.00	396.00	499.00	419.00
"FBgn0001085"	3228.00	3121.00	2846.00	2437.00	3109.00	3350.00	3199.00	2925.00	2327.00	3574.00	4187.00	3985.00
"FBgn0001086"	6986.00	6292.00	5557.00	4804.00	6266.00	6408.00	8629.00	9665.00	10169.00	8627.00	10922.00	9770.00
"FBgn0001087"	4113.00	3085.00	2703.00	2722.00	2740.00	3338.00	2316.00	1974.00	1740.00	2493.00	2620.00	2214.00
"FBgn0001089"	15.00	10.00	64.00	7.00	7.00	18.00	10.00	40.00	35.00	42.00	61.00	45.00
"FBgn0001090"	1938.00	1745.00	1051.00	1694.00	3332.00	4523.00	21317.00	26166.00	34717.00	17003.00	26671.00	22351.00
"FBgn0001091"	15746.00	14971.00	11589.00	10600.00	11191.00	12181.00	1847.00	1887.00	1774.00	3522.00	3884.00	2637.00
"FBgn0001092"	32335.00	32685.00	25631.00	24354.00	24022.00	27735.00	652.00	1086.00	1134.00	2133.00	2665.00	1187.00
"FBgn0001098"	8177.00	6934.00	6693.00	5366.00	6009.00	6607.00	7801.00	8605.00	8220.00	6307.00	6960.00	6305.00
"FBgn0001099"	504.00	566.33	490.16	389.47	504.36	491.02	712.72	742.03	752.80	633.08	837.57	730.40
"FBgn0001104"	7816.00	6750.00	5759.00	5300.00	6833.00	6838.00	10565.00	12041.00	13319.00	9288.00	12167.00	10657.00
"FBgn0001105"	9441.00	9151.00	8300.00	6845.00	9249.00	9365.00	11654.00	12502.00	13043.00	11266.00	14965.00	12518.00
"FBgn0001108"	5101.00	3945.00	3145.00	3377.00	3472.00	3935.00	748.00	763.00	776.00	1342.00	1492.00	1197.00
"FBgn0001112"	1.00	0.00	0.00	2.00	1.00	7.00	7.00	4.00	8.00	14.00	1.00	17.00
"FBgn0001114"	89.00	44.00	238.00	4.00	2.00	212.00	249.00	177.00	227.00	176.00	82.00	261.00
"FBgn0001120"	5513.00	6214.00	5103.00	3846.00	4949.00	4722.00	483.00	354.00	280.00	1750.00	1854.00	1040.00
"FBgn0001122"	1958.00	1742.00	1806.00	1313.00	1612.00	1789.00	2122.00	2187.00	2005.00	2028.00	2319.00	2268.00
"FBgn0001123"	103.00	119.00	103.00	161.00	246.00	309.00	619.00	1059.00	1353.00	830.00	1262.00	1023.00
"FBgn0001124"	3967.00	3850.00	3515.00	2959.00	3517.00	3505.00	3138.00	3383.00	2952.00	3756.00	4689.00	4594.00
"FBgn0001125"	6175.00	5929.00	4711.00	5016.00	5073.00	5674.00	178.00	245.00	256.00	426.00	515.00	315.00
"FBgn0001128"	4810.00	4373.00	4083.00	3856.00	4114.00	4477.00	2611.00	2734.00	2447.00	3378.00	3174.00	2942.00
"FBgn0001133"	1268.00	1154.00	852.00	854.00	1008.00	1074.00	1129.00	1066.00	1078.00	1126.00	1258.00	1198.00
"FBgn0001134"	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	1.00	0.00	1.00
"FBgn0001137"	404.00	375.00	338.00	249.00	261.00	252.00	254.00	205.00	138.00	229.00	211.00	198.00
"FBgn0001138"	25.00	28.00	34.00	44.00	97.00	116.00	175.00	258.00	315.00	321.00	387.00	314.00
"FBgn0001139"	10863.00	8973.00	7430.00	8900.00	11145.00	11162.00	13939.00	14992.00	16130.00	14539.00	18363.00	16658.00
"FBgn0001142"	8378.00	7023.00	5717.00	7258.00	8120.00	8843.00	3627.00	3598.00	3392.00	5999.00	6820.00	6074.00
"FBgn0001145"	88.00	49.00	226.00	94.00	69.00	139.00	199.00	421.00	367.00	334.00	1039.00	653.00
"FBgn0001147"	2.00	1.00	3.00	17.00	15.00	23.00	12.00	15.00	18.00	67.00	82.00	68.00
"FBgn0001148"	26.00	47.00	18.00	53.00	115.00	173.00	269.00	369.00	492.00	363.00	512.00	450.00
"FBgn0001149"	1513.00	1294.00	913.00	15009.00	15852.00	15925.00	85.00	215.00	203.00	1025.00	1693.00	777.00
"FBgn0001150"	142.00	110.00	137.00	97.00	191.00	169.00	1868.00	2125.00	2334.00	879.99	1152.00	1268.99
"FBgn0001168"	114.00	114.00	117.00	97.00	279.00	249.00	1354.00	1608.00	1935.00	1159.00	1847.00	1782.00
"FBgn0001169"	5915.00	4272.00	3908.00	4040.00	3801.00	5115.00	4582.00	4072.00	3464.00	4923.00	5157.00	5253.00
"FBgn0001170"	3.00	1.00	3.00	1.00	2.00	8.00	2.00	8.00	2.00	14.00	13.00	4.00
"FBgn0001174"	404.00	436.00	402.00	296.00	833.00	688.00	7211.00	8795.00	8235.00	4038.00	5827.00	6357.00
"FBgn0001179"	1519.00	1353.03	1170.00	1020.00	1230.00	1236.00	1078.00	1179.00	1200.00	1005.00	1341.00	1036.00
"FBgn0001180"	6770.00	5223.00	4433.00	6052.00	6144.00	6971.00	5751.00	5721.00	5447.00	7139.00	7907.00	7534.00
"FBgn0001185"	791.00	791.00	653.00	557.00	650.00	723.00	817.00	752.00	830.00	871.00	1071.00	805.00
"FBgn0001186"	5447.00	4598.00	4025.00	3490.00	4128.00	4482.00	1854.00	1596.00	1180.00	2488.00	2523.00	2013.00
"FBgn0001187"	8.00	3.00	6.00	0.00	0.00	3.00	7.00	12.00	10.00	4.00	4.00	6.00
"FBgn0001189"	942.00	798.00	703.00	508.00	636.00	678.00	650.00	603.00	580.00	621.00	733.00	650.00
"FBgn0001197"	19179.00	18397.00	14565.00	14983.00	17685.00	18106.00	25897.00	30665.00	34370.00	25368.00	33639.00	28281.00
"FBgn0001202"	1594.00	1454.00	1277.00	1069.00	1355.00	1345.00	1587.00	1595.00	1645.00	1515.00	1748.00	1555.00
"FBgn0001206"	3790.00	2913.00	2704.00	2036.00	2276.00	2634.00	3994.00	3988.00	3660.00	3061.00	3478.00	3693.00
"FBgn0001208"	26.00	22.00	49.00	1.00	1.00	58.00	22.00	26.00	45.00	51.00	21.00	63.00
"FBgn0001215"	10112.00	7615.00	7220.00	9145.00	11053.00	13204.00	16600.00	17216.00	19043.00	18343.00	23023.00	23436.00
"FBgn0001216"	1.00	1.00	0.00	4.00	5.00	17.00	5.00	2.00	5.00	23.00	24.00	29.00
"FBgn0001217"	0.00	0.00	0.00	0.00	1.00	1.00	2.00	0.00	1.00	1.00	1.00	2.00
"FBgn0001218"	26647.00	20608.00	17476.00	19133.00	20162.00	23163.00	7493.00	7446.00	6228.00	14206.00	14776.00	13401.00
"FBgn0001220"	7219.00	6085.00	5138.00	6149.00	6336.00	7106.00	876.00	947.00	1082.00	2229.00	2485.00	1615.00
"FBgn0001222"	6124.00	5500.00	4474.00	4175.00	4451.00	5105.00	1958.00	2036.00	2066.00	2654.00	3312.00	2470.00
"FBgn0001223"	764.50	766.27	647.47	983.19	1357.86	1178.13	841.73	903.24	786.87	1353.76	1561.76	1374.54
"FBgn0001224"	723.00	578.00	562.00	390.00	575.00	460.00	1004.00	1142.00	1415.00	662.00	1010.00	746.00
"FBgn0001225"	27339.00	28756.00	21955.00	29668.00	34826.00	31116.00	657.00	584.00	568.00	3189.00	3932.00	1621.00
"FBgn0001226"	18812.00	16945.00	12819.00	22655.00	29911.00	28472.00	2240.00	1442.00	1183.00	13720.00	14174.00	8401.00
"FBgn0001227"	11.00	7.00	9.00	9.00	29.00	23.00	17.00	17.00	20.00	41.00	44.00	28.00
"FBgn0001228"	11.50	13.73	21.53	10.81	17.14	26.87	10.27	10.76	13.13	38.24	107.24	33.46
"FBgn0001229"	8.00	8.00	12.00	9.00	6.00	36.00	17.00	13.00	14.00	61.00	100.00	36.00
"FBgn0001230"	27.00	28.00	19.00	57.00	55.00	73.00	95.00	102.00	96.00	100.00	103.00	95.00
"FBgn0001233"	86180.00	73479.00	56184.00	66412.00	65299.00	75604.00	5236.00	5186.00	5460.00	13775.00	16308.00	8642.00
"FBgn0001234"	82.00	83.00	116.00	111.00	273.00	246.00	631.00	1042.00	1324.00	845.00	1310.00	985.01
"FBgn0001235"	442.00	460.00	404.00	620.00	1905.00	2085.00	4453.00	6181.00	7536.00	6147.00	11366.00	7509.00
"FBgn0001247"	1602.00	1453.00	1302.00	1114.00	1202.00	1419.00	316.00	409.00	486.00	416.00	540.00	396.00
"FBgn0001248"	9835.00	9430.00	8048.00	7719.00	8503.00	8634.00	939.00	965.00	808.00	2330.00	2135.00	1381.00
"FBgn0001250"	53.00	52.00	76.00	33.00	58.00	176.00	283.00	315.00	419.00	326.00	432.00	345.00
"FBgn0001253"	3.00	1.00	3.00	17.00	3.00	150.00	26.00	8.00	20.00	215.00	176.00	131.00
"FBgn0001254"	40.00	40.00	16.00	21.00	103.00	403.00	364.00	440.00	517.00	579.00	944.00	621.00
"FBgn0001255"	16.00	14.00	18.00	29.00	29.00	33.00	28.00	29.00	17.00	46.00	31.00	30.00
"FBgn0001256"	3.00	4.00	5.00	29.00	9.00	302.00	62.00	58.00	68.00	410.00	424.00	316.00
"FBgn0001257"	191.00	203.00	156.00	204.00	422.00	618.00	1265.00	1621.00	2038.00	1147.00	1525.00	1256.00
"FBgn0001258"	48.00	38.00	123.00	28.00	38.00	123.00	337.00	496.00	490.00	254.00	275.00	251.00
"FBgn0001259"	1.00	7.00	3.00	15.00	28.00	27.00	6.00	17.00	26.00	63.00	75.00	77.00
"FBgn0001263"	2.00	0.00	0.00	1.00	13.00	0.00	0.00	2.00	3.00	11.00	1.00	3.00
"FBgn0001269"	5.00	3.00	13.00	30.00	20.00	65.00	42.00	62.00	84.00	156.00	193.00	133.00
"FBgn0001276"	670.00	728.00	593.00	526.00	619.00	616.00	852.00	893.00	868.00	731.00	857.00	744.00
"FBgn0001280"	1844.00	2128.00	1893.00	1592.00	2250.00	2087.00	2709.00	3299.00	3619.00	2778.00	3979.00	3282.00
"FBgn0001281"	0.00	0.00	0.00	1.00	2.00	3.00	6.00	6.00	5.00	2.00	10.00	5.00
"FBgn0001285"	19.00	11.00	113.00	0.00	0.00	0.00	19.00	94.00	80.00	0.00	0.00	109.00
"FBgn0001291"	1419.00	1444.00	1078.00	1032.00	1236.00	1217.00	217.00	264.00	325.00	284.00	398.00	307.00
"FBgn0001296"	22.00	26.00	14.00	26.00	35.00	105.00	88.00	113.00	119.00	158.00	321.00	215.00
"FBgn0001297"	304.00	252.00	250.00	206.00	228.00	286.00	215.00	213.00	256.00	283.00	373.00	331.00
"FBgn0001301"	2808.00	2129.00	1876.00	1569.00	1644.00	2047.00	3922.00	4121.00	4370.00	2813.00	3589.00	3845.00
"FBgn0001308"	8586.00	6032.00	4928.00	5805.00	5537.00	7016.00	3150.00	2543.00	2146.00	4589.00	4573.00	4163.00
"FBgn0001311"	21.00	7.00	19.00	21.00	23.00	114.00	74.00	45.00	74.00	188.00	150.00	178.00
"FBgn0001313"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
"FBgn0001316"	5846.00	3969.00	3736.00	3177.00	2873.00	3908.00	2946.00	2658.00	2442.00	3284.00	3323.00	3109.00
"FBgn0001319"	12.00	10.00	19.00	22.00	17.00	50.00	75.00	79.00	104.00	102.00	143.00	121.00
"FBgn0001320"	118.00	108.00	104.00	48.00	187.00	167.00	1745.00	2167.00	2486.00	665.00	1019.00	906.00
"FBgn0001321"	3.00	6.00	7.00	8.00	4.00	49.00	26.00	14.00	11.00	37.00	46.00	41.00
"FBgn0001323"	35.00	35.00	26.00	42.00	106.00	103.00	441.00	612.00	876.00	348.00	622.00	458.00
"FBgn0001324"	1602.00	968.00	845.00	1083.00	891.00	1379.00	562.00	628.00	920.00	856.00	1261.00	1203.00
"FBgn0001325"	187.00	174.00	153.00	182.00	448.00	671.00	2417.00	3057.00	3234.00	1980.00	3490.00	3264.00
"FBgn0001330"	1920.00	1603.00	1343.00	1432.00	1570.00	1750.00	872.00	799.00	759.00	1403.00	1564.00	1279.00
"FBgn0001341"	2851.00	2431.00	2177.00	1617.00	1900.00	2133.00	3832.00	3827.00	3856.00	3040.00	3600.00	3516.00
"FBgn0001404"	4934.00	4177.00	3867.00	3056.00	3463.00	3892.00	3509.00	3039.00	2564.00	3522.00	3732.00	3341.00
"FBgn0001491"	918.00	935.00	867.00	709.00	1072.00	939.00	1281.00	1597.00	1798.00	1340.00	1881.00	1499.00
"FBgn0001565"	4689.00	4106.00	3661.00	3502.00	4404.00	4451.00	5495.00	5592.00	5279.00	5418.00	6666.00	5860.00
"FBgn0001612"	3322.00	2986.00	2600.00	2149.00	2428.00	2625.00	1274.00	984.00	752.00	1583.00	1666.00	1253.00
"FBgn0001624"	3598.00	2731.00	2555.00	2370.00	2663.00	3256.00	4772.00	5004.00	5405.00	4338.00	5550.00	5255.00
"FBgn0001941"	3473.00	3474.00	2972.00	2370.00	2863.00	2963.00	2856.00	2705.00	2356.00	2982.00	3222.00	2854.00
"FBgn0001942"	33600.00	32650.00	28239.00	26449.00	34046.00	33982.00	46464.00	53716.00	55800.00	46387.00	59153.00	52421.00
"FBgn0001961"	2382.00	1974.00	1646.00	1915.00	2125.00	2186.00	1862.00	2070.00	2167.00	2013.00	2457.00	2184.00
"FBgn0001965"	3052.00	2144.00	1786.00	1896.00	1609.00	2071.00	687.00	790.00	1180.00	825.00	1097.00	968.00
"FBgn0001967"	0.00	0.00	0.00	0.00	0.00	7.00	2.00	1.00	1.00	10.00	4.00	2.00
"FBgn0001970"	1470.00	1226.00	935.00	903.00	946.00	1040.00	546.00	464.00	531.00	612.00	781.00	570.00
"FBgn0001977"	1458.00	1551.00	1197.00	1208.00	1575.00	1473.00	1454.00	1541.00	1728.00	1724.00	2282.00	1906.00
"FBgn0001978"	7873.00	5825.00	5048.00	5324.00	5751.00	6432.00	5872.00	5450.00	4811.00	6431.00	6498.00	6433.00
"FBgn0001981"	76.00	43.00	57.00	91.00	128.00	162.00	381.00	440.00	479.00	468.00	558.00	504.00
"FBgn0001983"	9.00	11.00	14.00	68.00	63.00	110.00	90.00	132.00	153.00	277.00	303.00	276.00
"FBgn0001986"	3086.00	2465.00	2060.00	2361.00	2449.00	2949.00	3456.00	3595.00	3710.00	3737.00	4660.00	4562.00
"FBgn0001987"	200.00	257.00	187.00	163.00	218.00	333.00	513.00	624.00	700.00	837.00	1150.00	1047.00
"FBgn0001989"	1360.00	1354.00	1179.00	1097.00	1633.00	1412.00	1323.00	1489.00	1708.00	1518.00	1976.00	1673.00
"FBgn0001990"	1470.00	1374.00	1317.00	1041.00	1346.00	1363.00	1758.00	1702.00	1667.00	1676.00	2068.00	1848.00
"FBgn0001991"	16.00	3.00	33.00	15.00	6.00	59.00	27.00	37.00	39.00	65.00	71.00	86.00
"FBgn0001992"	1.00	1.00	0.00	0.00	0.00	2.00	2.00	4.00	0.00	2.00	5.00	4.00
"FBgn0001994"	4504.00	3277.00	2725.00	3475.00	4045.00	4551.00	6789.00	6998.00	8151.00	6156.00	7913.00	7386.00
"FBgn0001995"	1285.00	1224.00	980.00	970.00	1231.00	1164.00	1215.00	1348.00	1385.00	1269.00	1594.00	1418.00
"FBgn0002021"	1194.00	1284.00	1050.00	797.00	956.00	934.00	610.00	555.00	569.00	566.00	671.00	475.00
"FBgn0002022"	1875.00	1792.00	1605.00	1305.00	1602.00	1761.00	2523.00	2613.00	2833.00	2218.00	2827.00	2551.00
"FBgn0002023"	2.00	7.00	8.00	7.00	1.00	16.00	7.00	13.00	6.00	18.00	8.00	18.00
"FBgn0002031"	7032.00	6744.00	5331.00	5873.00	6824.00	7105.00	3019.00	2844.00	2340.00	3670.00	3874.00	2862.00
"FBgn0002036"	490.00	452.00	386.00	347.00	431.00	374.00	94.00	65.00	51.00	165.00	164.00	118.00
"FBgn0002044"	8950.00	6887.00	5815.00	6350.00	6127.00	7416.00	5775.00	4763.00	4115.00	6252.00	6170.00	5755.00
"FBgn0002069"	3914.00	3658.00	2859.00	3218.00	3358.00	3722.00	377.00	441.00	493.00	1017.00	1120.00	722.00
"FBgn0002121"	10438.00	10102.00	9921.00	6092.00	8419.00	9342.00	13538.00	15264.00	14883.00	11452.00	14600.00	14919.00
"FBgn0002174"	1735.00	1373.00	1017.00	1607.00	1626.00	1841.00	386.00	426.00	500.00	1043.00	1128.00	797.00
"FBgn0002183"	8879.00	6958.00	5735.00	5836.00	5791.00	6858.00	1305.00	1419.00	1703.00	2565.00	3155.00	2251.00
"FBgn0002283"	2199.00	2259.00	1721.00	1661.00	1905.00	1905.00	374.00	427.00	502.00	677.00	827.00	590.00
"FBgn0002284"	5569.00	5615.00	5041.00	4776.00	6265.00	5544.00	6501.00	7307.00	7515.00	6567.00	8715.00	7470.00
"FBgn0002306"	27.00	18.00	8.00	45.00	41.00	131.00	152.00	150.00	171.00	285.00	288.00	260.00
"FBgn0002354"	289.00	339.00	277.00	173.00	228.00	259.00	71.00	95.00	114.00	64.00	99.00	53.00
"FBgn0002413"	15943.00	12486.00	11361.00	11638.00	12303.00	15278.00	13699.00	11471.00	10404.00	12589.00	13628.00	12617.00
"FBgn0002431"	10259.00	7312.00	7713.00	6414.00	6737.00	8815.00	8468.00	8150.00	7013.00	8225.00	9932.00	10190.00
"FBgn0002440"	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00	5.00	0.00	0.00	0.00
"FBgn0002441"	5348.00	3901.00	3530.00	2917.00	3241.00	3490.00	2839.00	2768.00	2605.00	3057.00	3648.00	3265.00
"FBgn0002466"	6811.84	4956.79	4505.86	4275.96	4706.95	5545.00	8611.00	8797.96	8724.98	7691.93	9774.91	9525.86
"FBgn0002521"	2771.00	3307.00	3095.00	1745.00	2543.00	2389.00	3691.00	4445.00	4440.00	3259.00	4485.00	4019.00
"FBgn0002522"	5.00	6.00	15.00	0.00	17.00	22.00	36.00	36.00	49.00	40.00	66.00	52.00
"FBgn0002524"	4138.00	3738.00	3313.00	2798.00	3053.00	3326.00	1823.00	1465.00	1123.00	2291.00	2499.00	2257.00
"FBgn0002525"	8842.00	7375.00	5647.00	6222.00	6560.00	8234.00	11223.00	12627.00	13883.00	11016.00	13333.00	12425.00
"FBgn0002526"	134.00	96.00	248.00	576.00	406.00	1656.00	776.00	957.00	838.00	2963.00	2945.00	2874.00
"FBgn0002531"	0.00	1.00	0.00	0.00	0.00	0.00	3.00	2.00	6.00	4.00	1.00	6.00
"FBgn0002533"	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
"FBgn0002534"	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	3.00	1.00	2.00	0.00
"FBgn0002535"	4.00	1.00	5.00	0.00	0.00	5.00	5.00	16.00	21.00	10.00	8.00	24.00
"FBgn0002542"	6761.00	5999.00	4512.00	4293.00	4400.00	5464.00	673.00	880.00	1069.00	1103.00	1626.00	1037.00
"FBgn0002543"	395.72	315.96	205.06	497.75	754.50	1284.67	3013.91	3880.61	4990.95	3270.54	4594.62	4566.51
"FBgn0002552"	4472.00	3334.00	2931.00	2885.00	3013.00	3418.00	980.00	985.00	1078.00	1434.00	1678.00	1245.00
"FBgn0002561"	61.00	62.00	80.00	128.00	260.00	252.00	543.00	625.00	678.00	690.00	759.00	619.00
"FBgn0002562"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002563"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	3.00	1.00
"FBgn0002564"	2.00	2.00	2.00	9.00	6.00	41.00	14.00	23.00	23.00	43.00	28.00	65.00
"FBgn0002565"	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	2.00	0.00
"FBgn0002566"	1536.00	1677.00	1612.00	864.00	1301.00	1248.00	2006.00	2378.00	2225.00	1549.00	1876.00	1922.00
"FBgn0002567"	4512.00	4035.00	3587.00	3606.00	4129.00	4556.00	2784.00	2566.00	1978.00	3630.00	3717.00	3169.00
"FBgn0002569"	16.00	13.00	64.00	4.00	2.00	4.00	28.00	70.00	71.00	9.00	18.00	9.00
"FBgn0002570"	263.00	239.00	946.00	5.00	1.00	14.00	93.00	378.00	278.00	8.00	63.00	43.00
"FBgn0002571"	174.00	150.00	669.00	1.00	1.00	33.00	137.00	419.00	348.00	7.00	5.00	81.00
"FBgn0002573"	1.00	5.00	6.00	15.00	28.00	55.00	23.00	40.00	46.00	100.00	121.00	101.00
"FBgn0002576"	1.00	0.00	0.00	1.00	2.00	4.00	5.00	11.00	11.00	15.00	12.00	12.00
"FBgn0002577"	66.01	37.78	48.00	19.00	23.00	77.00	74.00	48.00	61.00	88.00	85.00	74.00
"FBgn0002578"	86.00	79.00	325.00	9.00	17.00	45.00	114.00	246.00	233.00	80.00	130.00	68.00
"FBgn0002579"	17525.00	18462.00	17648.00	15523.00	21460.00	18420.00	23451.00	28052.00	31538.00	26011.00	34847.00	27033.00
"FBgn0002590"	9048.00	8958.00	8268.00	8291.00	10260.00	9875.00	13077.00	14889.00	15978.00	14912.00	19609.00	15388.00
"FBgn0002592"	4.00	5.00	5.00	36.00	76.00	84.00	64.00	91.00	121.00	227.00	249.00	179.00
"FBgn0002593"	22115.00	22876.00	20686.00	18732.00	25558.00	23192.00	29168.00	34284.00	36658.00	30592.00	42997.00	34779.00
"FBgn0002609"	1.00	5.00	5.00	45.00	34.00	83.00	20.00	26.00	21.00	186.00	182.00	161.00
"FBgn0002622"	26260.00	25935.00	20811.00	21296.00	25334.00	26479.00	31036.00	36176.00	38649.00	33067.00	43385.00	36766.00
"FBgn0002626"	16601.00	16223.00	15406.00	14951.00	19740.00	17775.00	21087.00	24477.00	28226.00	25006.00	33592.00	26078.00
"FBgn0002629"	104.00	87.00	82.00	224.00	350.00	400.00	686.00	966.00	1156.00	1259.00	1734.00	1179.00
"FBgn0002631"	37.00	51.00	28.00	96.00	159.00	225.00	274.00	435.00	609.00	503.00	784.00	563.00
"FBgn0002632"	3.00	4.00	2.00	6.00	2.00	12.00	11.00	8.00	12.00	24.00	15.00	20.00
"FBgn0002633"	44.00	42.00	21.00	145.00	207.00	345.00	317.00	452.00	587.00	783.00	1104.00	866.00
"FBgn0002638"	16294.00	13219.00	10667.00	11937.00	14644.00	14847.00	22059.00	23843.00	25900.00	19728.00	24757.00	22392.00
"FBgn0002641"	2003.00	1755.00	1457.00	1417.00	1663.00	1705.00	909.00	793.00	609.00	1242.00	1342.00	1050.00
"FBgn0002643"	1870.00	1219.00	1166.00	1065.00	1108.00	1471.00	745.00	636.00	781.00	972.00	1184.00	952.00
"FBgn0002645"	5758.00	5067.00	4964.00	2238.00	2697.00	2736.00	3382.00	3243.00	3045.00	2272.00	2635.00	2530.00
"FBgn0002673"	5060.00	4582.00	4260.00	3486.00	3867.00	4203.00	4082.00	3959.00	3155.00	4183.00	4333.00	3991.00
"FBgn0002707"	1272.66	1082.84	905.83	976.05	979.68	1197.25	535.09	497.56	442.72	708.25	877.17	750.18
"FBgn0002709"	1445.71	1132.63	989.44	847.69	962.46	1145.39	332.14	377.57	376.53	592.90	759.88	585.34
"FBgn0002715"	1260.00	1250.00	1058.00	861.00	1043.00	1077.00	1260.00	1326.00	1178.00	1182.00	1372.00	1248.00
"FBgn0002716"	63.07	48.34	48.43	81.54	114.65	102.03	10.01	3.72	11.51	57.88	75.66	41.44
"FBgn0002719"	4562.00	3829.00	3586.00	3403.00	3441.00	4047.00	879.00	1121.00	1037.00	1641.00	1973.00	1483.00
"FBgn0002723"	950.00	803.00	796.00	605.00	765.00	882.00	392.00	305.00	327.00	498.00	570.00	463.00
"FBgn0002732"	22.00	37.00	20.00	107.00	184.00	214.00	208.00	318.00	404.00	600.00	786.00	536.00
"FBgn0002733"	4.00	6.00	12.00	33.00	31.00	106.00	39.00	66.00	86.00	179.00	214.00	168.00
"FBgn0002734"	13.00	20.00	6.00	54.00	106.00	146.00	100.00	165.00	224.00	397.00	447.00	317.00
"FBgn0002735"	41.00	56.00	39.00	157.00	265.00	385.00	261.00	468.00	570.00	869.00	1205.00	873.00
