	"RWUpf_B.genes.results"	"RWUpf_C.genes.results"	"RWUpf_D.genes.results"	"RWNos_A.genes.results"	"RWNos_B.genes.results"	"RWNos_C.genes.results"	"RWUN_G.genes.results"	"RWUN_K.genes.results"	"RWUN_L.genes.results"	"RWL7_A.genes.results"	"RWL7_B.genes.results"	"RWL7_C.genes.results"	"RWW_B.genes.results"	"RWW_C.genes.results"	"RWW_D.genes.results"
"FBgn0000568"	65.00	149.00	107.00	58.00	69.00	36.00	6.00	4.00	11.00	20.00	25.00	30.00	90.00	149.00	282.00
"FBgn0000575"	1192.00	1472.00	1240.00	1564.00	1750.00	1458.00	856.00	770.00	762.00	1522.00	1099.00	1303.00	1364.00	1319.00	1642.00
"FBgn0000576"	0.00	0.00	0.00	0.00	8.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000577"	0.00	0.00	0.00	0.00	0.00	3.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00
"FBgn0000578"	674.00	1245.00	1405.00	635.00	917.00	583.00	1410.00	932.00	1350.00	478.00	411.00	481.00	638.00	685.00	1512.00
"FBgn0000579"	25275.00	31821.00	30084.00	31378.00	33187.00	29949.00	5389.00	3845.00	5258.00	27396.00	29794.00	31428.00	28957.00	30359.00	32463.00
"FBgn0000581"	1820.00	4468.00	5435.00	1458.00	2086.00	1031.00	2604.00	1602.00	2426.00	1056.00	743.00	982.00	1305.00	2203.00	4672.00
"FBgn0000588"	1812.00	2166.00	2038.00	3073.00	3138.00	2910.00	637.00	523.00	599.00	1983.00	1968.00	2048.00	2595.00	2531.00	3220.00
"FBgn0000591"	0.00	0.00	1.00	1.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0000592"	2.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	2.00	0.00	1.00	0.00
"FBgn0000594"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000606"	1.00	8.00	7.00	2.00	8.00	18.00	0.00	2.00	4.00	6.00	5.00	4.00	9.00	4.00	11.00
"FBgn0000611"	3317.00	4060.00	4044.00	4463.00	4987.00	4203.00	5626.00	5092.00	5072.00	3295.00	3018.00	2965.00	3050.00	2248.00	5341.00
"FBgn0000615"	5088.00	6518.00	5203.00	7091.00	7643.00	7106.00	507.00	416.00	528.00	4452.00	4078.00	4543.00	5954.00	7931.00	7709.00
"FBgn0000617"	802.00	995.00	788.00	1133.00	1119.00	1103.00	1005.00	1140.00	994.00	929.00	1057.00	1051.00	1159.00	1115.00	1284.00
"FBgn0000618"	708.00	717.00	508.00	813.00	804.00	713.00	650.00	907.00	746.00	845.00	958.00	922.00	818.00	820.00	802.00
"FBgn0000625"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0000629"	574.00	762.00	631.00	1070.00	1114.00	993.00	16.00	11.00	23.00	497.00	396.00	463.00	378.00	536.00	689.00
"FBgn0000633"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	1.00
"FBgn0000635"	10.00	11.00	13.00	15.00	17.00	13.00	36.00	16.00	28.00	17.00	3.00	8.00	5.00	8.00	14.00
"FBgn0000636"	0.00	0.00	1.00	1.00	1.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
"FBgn0000639"	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000640"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000644"	1.00	0.00	3.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	3.00	2.00	0.00	1.00	0.00
"FBgn0000658"	0.00	2.00	1.00	0.00	1.00	5.00	0.00	0.00	0.00	1.00	0.00	3.00	0.00	2.00	0.00
"FBgn0000659"	1.00	0.00	0.00	1.00	5.00	5.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000662"	2214.00	2972.00	3069.00	3413.00	3957.00	3287.00	3742.00	2863.00	3321.00	2518.00	2247.00	2212.00	2202.00	1708.00	3725.00
"FBgn0000667"	1921.13	2757.25	2728.92	3323.49	3739.26	3267.95	1667.68	1123.84	1597.79	1687.56	1724.26	1965.12	1971.42	1872.62	3403.31
"FBgn0000709"	1204.00	2105.00	2344.00	1660.00	2055.00	1596.00	1096.00	737.00	1116.00	1081.00	991.00	1224.00	1229.00	1299.00	2648.00
"FBgn0000711"	979.00	1309.00	1389.00	1383.00	1573.00	1253.00	1990.00	1538.00	1768.00	1196.00	889.00	1031.00	987.00	747.00	1854.00
"FBgn0000715"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000719"	921.00	1464.00	1448.00	1414.00	1719.00	1284.00	781.00	460.00	584.00	811.00	640.00	751.00	750.00	682.00	1340.00
"FBgn0000721"	4491.00	7398.00	8062.00	5119.00	6562.00	4798.00	10969.00	7454.00	9623.00	3854.00	3326.00	4040.00	4058.00	3480.00	9717.00
"FBgn0000723"	1.00	0.00	1.00	1.00	4.00	3.00	1.00	2.00	4.00	0.00	1.00	3.00	1.00	3.00	6.00
"FBgn0000808"	339.00	400.00	373.00	494.00	494.00	501.00	149.00	131.00	166.00	406.00	490.00	450.00	384.00	326.00	483.00
"FBgn0000810"	873.00	1134.00	1272.00	1388.00	1623.00	1400.00	1290.00	1094.00	1249.00	781.00	631.00	673.00	581.00	440.00	1175.00
"FBgn0000826"	713.00	718.00	682.00	1183.00	1211.00	1191.00	76.00	84.00	95.00	757.00	927.00	838.00	1324.00	1240.00	1316.00
"FBgn0000927"	1689.00	2177.00	2039.00	2589.00	2821.00	2748.00	75.00	58.00	86.00	1504.00	1579.00	1587.00	1985.00	2420.00	2399.00
"FBgn0000928"	10.00	9.00	9.00	3.00	14.00	3.00	32.00	29.00	28.00	10.00	8.00	4.00	3.00	3.00	15.00
"FBgn0000964"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000996"	4671.00	6441.00	6801.00	8279.00	9446.00	8376.00	8654.00	6474.00	8246.00	5176.00	4484.00	5345.00	5472.00	3994.00	10201.00
"FBgn0001075"	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
"FBgn0001077"	4.00	1.00	6.00	12.00	11.00	32.00	10.00	7.00	2.00	1.00	3.00	3.00	5.00	0.00	6.00
"FBgn0001078"	1873.00	3760.90	4141.00	1835.14	2398.09	1479.61	3899.71	2682.54	3572.32	1449.14	1114.00	1276.00	1509.37	1915.21	4576.44
"FBgn0001079"	881.00	1314.00	1488.00	1268.00	1451.00	1181.00	1625.00	1137.00	1445.00	950.00	850.00	907.00	1037.00	733.00	2002.00
"FBgn0001083"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001084"	551.00	536.00	538.00	784.00	818.00	768.00	319.00	322.00	346.00	541.00	562.00	626.00	619.00	533.00	770.00
"FBgn0001085"	2112.00	3092.00	2692.00	2282.00	2753.00	1991.00	3707.00	3014.00	3407.00	2150.00	1833.00	2156.00	1973.00	1407.00	3921.00
"FBgn0001086"	3955.00	4779.00	5268.00	5829.00	6008.00	5670.00	7643.00	5997.00	6812.00	4359.00	4298.00	4533.00	3888.00	2461.00	6615.00
"FBgn0001087"	1718.00	2527.00	2786.00	2463.00	2790.00	2317.00	2060.00	1485.00	1973.00	1489.00	1418.00	1668.00	1647.00	1369.00	3389.00
"FBgn0001089"	0.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001090"	2.00	2.00	5.00	22.00	17.00	63.00	4.00	14.00	6.00	1.00	2.00	3.00	0.00	0.00	0.00
"FBgn0001091"	9599.00	10395.00	9260.00	12165.00	12434.00	11967.00	1721.00	1460.00	1650.00	12092.00	12743.00	12828.00	14045.00	13425.00	12307.00
"FBgn0001092"	15621.00	17007.00	13068.00	24661.00	24756.00	24152.00	704.00	748.00	742.00	16734.00	14364.00	15537.00	19899.00	24855.00	20691.00
"FBgn0001098"	3132.00	4628.00	5152.00	4739.00	5416.00	4774.00	5273.00	4438.00	5218.00	3009.00	2977.00	3465.00	3389.00	2894.00	5241.00
"FBgn0001099"	878.00	842.11	706.12	1084.00	1135.00	1008.00	847.00	1001.05	826.00	1013.00	945.01	1049.00	811.55	721.00	1065.00
"FBgn0001104"	4567.00	5016.00	4956.00	5997.00	6511.00	5769.00	6547.00	6158.00	6061.00	4830.00	4371.00	4400.00	4574.00	3098.00	8603.00
"FBgn0001105"	5688.00	7044.00	6527.00	7249.00	8121.00	6547.00	8175.00	7456.00	7508.00	6346.00	5530.00	6635.00	6254.00	5643.00	10364.00
"FBgn0001108"	1796.00	2559.00	2762.00	2418.00	2729.00	2171.00	548.00	332.00	545.00	1489.00	1327.00	1712.00	1692.00	1935.00	3499.00
"FBgn0001112"	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
"FBgn0001114"	0.00	0.00	2.00	1.00	0.00	0.00	0.00	1.00	4.00	0.00	0.00	0.00	1.00	0.00	1.00
"FBgn0001120"	9033.00	9238.00	7248.00	11988.00	12029.00	11117.00	1304.00	1069.00	1287.00	11333.00	10782.00	11764.00	12086.00	12031.00	12340.00
"FBgn0001122"	1038.00	1658.00	1556.00	1167.00	1377.00	1021.00	2423.00	1966.00	1975.00	1036.00	801.00	949.00	926.00	689.00	2084.00
"FBgn0001123"	51.00	49.00	47.00	82.00	110.00	111.00	63.00	70.00	57.00	108.00	55.00	58.00	33.00	25.00	61.00
"FBgn0001124"	4268.00	4686.00	4109.00	6430.00	6931.00	6180.00	5139.00	5048.00	4809.00	5773.00	5331.00	5738.00	5236.00	4594.00	6530.00
"FBgn0001125"	1820.00	2219.00	1938.00	3253.00	3121.00	3197.00	90.00	108.00	104.00	1635.00	1585.00	1649.00	1889.00	2467.00	2362.00
"FBgn0001128"	5508.00	6105.00	5131.00	8493.00	8906.00	7860.00	3270.00	3392.00	3321.00	6426.00	6403.00	7199.00	6501.00	6264.00	7482.00
"FBgn0001133"	1078.00	1204.00	1221.00	1604.00	1732.00	1590.00	1298.00	1392.00	1366.00	1202.00	1242.00	1360.00	1300.00	1053.00	1879.00
"FBgn0001134"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001137"	312.00	382.00	335.00	382.00	410.00	341.00	486.00	563.00	500.00	370.00	362.00	398.00	448.00	428.00	597.00
"FBgn0001138"	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0001139"	3650.00	5354.00	5731.00	4479.00	5361.00	3947.00	7261.00	5399.00	6285.00	3850.00	3511.00	3880.00	3810.00	2899.00	6447.00
"FBgn0001142"	7426.00	9000.00	8256.00	11148.00	11870.00	10582.00	6150.00	5837.00	5813.00	8408.00	8126.00	8929.00	6625.00	6478.00	8407.00
"FBgn0001145"	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00
"FBgn0001147"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001148"	0.00	0.00	0.00	0.00	0.00	3.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00
"FBgn0001149"	6699.00	6839.00	5371.00	12424.00	12121.00	12536.00	311.00	364.00	352.00	4049.00	4175.00	4015.00	8748.00	11358.00	10407.00
"FBgn0001150"	5.00	3.00	10.00	14.00	24.00	53.00	19.00	25.00	19.00	2.00	6.00	9.00	9.00	4.00	5.00
"FBgn0001168"	3.00	7.00	7.00	2.00	14.00	29.00	4.00	7.00	4.00	3.00	6.00	0.00	9.00	1.00	9.00
"FBgn0001169"	1275.00	2513.00	3057.00	1212.00	1586.00	891.00	3197.00	2114.00	3005.00	955.00	846.00	1057.00	1089.00	1235.00	2797.00
"FBgn0001170"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001174"	47.00	42.00	26.00	185.00	188.00	399.00	58.00	47.00	33.00	49.00	50.00	55.00	81.00	26.00	77.00
"FBgn0001179"	902.00	1284.01	1234.00	1458.00	1604.00	1466.00	866.00	669.00	796.00	904.00	1016.05	1163.00	1024.00	962.00	1626.00
"FBgn0001180"	1876.00	2935.00	2912.00	2279.00	2534.00	2116.00	19.00	18.00	17.00	1454.00	1164.00	1613.00	1701.00	1799.00	3499.00
"FBgn0001185"	921.00	1192.00	1004.00	995.00	1027.00	908.00	869.00	843.00	825.00	923.00	798.00	806.00	742.00	747.00	1253.00
"FBgn0001186"	2504.00	3613.00	3528.00	3313.00	3705.00	2951.00	1349.00	883.00	1305.00	2302.00	2165.00	2647.00	2390.00	2687.00	4386.00
"FBgn0001187"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
"FBgn0001189"	625.00	789.00	809.00	934.00	1022.00	942.00	530.00	341.00	458.00	675.00	646.00	735.00	562.00	423.00	987.00
"FBgn0001197"	19616.00	23589.00	19003.00	28109.00	29909.00	26509.00	26058.00	28884.00	24882.00	26536.00	25455.00	23800.00	21966.00	19089.00	26844.00
"FBgn0001202"	1167.00	1463.00	1391.00	1642.00	1878.00	1535.00	2098.00	1774.00	1821.00	1493.00	1240.00	1479.00	1499.00	1110.00	2224.00
"FBgn0001206"	1228.00	2016.00	2424.00	1639.00	1988.00	1490.00	2989.00	1813.00	2771.00	923.00	862.00	1083.00	1058.00	907.00	2391.00
"FBgn0001208"	1.00	3.00	2.00	3.00	6.00	6.00	0.00	0.00	0.00	5.00	3.00	6.00	1.00	0.00	0.00
"FBgn0001215"	5468.00	8894.00	9065.00	7956.00	9114.00	7989.00	12380.00	11388.00	10878.00	5242.00	4312.00	4458.00	4450.00	4374.00	10935.00
"FBgn0001216"	1.00	1.00	3.00	2.00	4.00	1.00	1.00	2.00	1.00	2.00	4.00	2.00	1.00	2.00	1.00
"FBgn0001217"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001218"	15565.00	21439.00	21343.00	19466.00	21997.00	17691.00	10837.00	7181.00	10375.00	13622.00	13739.00	17151.00	14034.00	12785.00	25249.00
"FBgn0001220"	4159.00	5066.00	4898.00	6820.00	7234.00	6393.00	407.00	261.00	435.00	3440.00	3527.00	4335.00	4169.00	4328.00	6476.00
"FBgn0001222"	3182.00	4219.00	4134.00	5187.00	5972.00	4774.00	942.00	602.00	823.00	2895.00	2561.00	3367.00	3500.00	3580.00	5838.00
"FBgn0001223"	1108.06	1093.19	933.94	889.86	960.71	831.45	1117.85	1325.20	1147.30	1603.56	1435.10	1393.64	1199.56	1074.03	1140.86
"FBgn0001224"	1832.00	1720.00	1521.00	1528.00	1517.00	1460.00	2887.00	2702.00	2556.00	2029.00	2528.00	2795.00	1658.00	1487.00	1753.00
"FBgn0001225"	19752.00	20636.00	15717.00	25471.00	26188.00	24612.00	1088.00	962.00	1026.00	22904.00	24479.00	22816.00	23790.00	26281.00	22786.00
"FBgn0001226"	16064.00	19058.00	15514.00	25011.00	26239.00	23961.00	2099.00	1666.68	2206.00	17332.00	19974.00	23005.00	20490.00	20863.00	20737.00
"FBgn0001227"	18.00	16.00	10.00	21.00	24.00	14.00	25.00	31.00	26.00	14.00	30.00	26.00	15.00	6.00	15.00
"FBgn0001228"	9.94	11.81	5.06	9.14	3.29	10.55	4.15	4.80	5.70	14.44	14.90	11.36	16.44	17.97	15.14
"FBgn0001229"	4.00	7.00	0.00	4.00	5.00	1.00	2.00	0.00	2.00	5.00	1.00	0.00	1.00	5.00	4.00
"FBgn0001230"	32.00	41.00	44.00	63.00	79.00	77.00	19.00	15.00	26.00	56.00	37.00	39.00	35.00	15.00	28.00
"FBgn0001233"	52206.00	66512.00	66318.00	73236.00	81776.00	70450.00	3983.00	2062.00	3734.00	55520.00	41120.00	50231.00	55073.00	60473.00	87618.00
"FBgn0001234"	14.00	22.00	24.00	27.00	28.00	39.00	52.00	57.00	59.00	149.00	207.00	228.00	23.00	25.00	28.00
"FBgn0001235"	0.00	1.00	1.00	3.00	1.00	6.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001247"	834.00	1103.00	1029.00	945.00	1170.00	949.00	77.00	41.00	94.00	754.00	651.00	919.00	899.00	936.00	1467.00
"FBgn0001248"	8952.00	9537.00	8354.00	12667.00	13459.00	12322.00	1588.00	1136.00	1477.00	9433.00	9586.00	12229.00	11221.00	10437.00	12993.00
"FBgn0001250"	0.00	0.00	1.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00
"FBgn0001253"	1.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001254"	0.00	0.00	0.00	1.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001255"	15.00	20.00	14.00	18.00	27.00	16.00	34.00	20.00	29.00	17.00	17.00	15.00	13.00	14.00	24.00
"FBgn0001256"	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0001257"	2.00	2.00	0.00	1.00	0.00	2.00	2.00	1.00	3.00	32.00	5.00	0.00	3.00	2.00	1.00
"FBgn0001258"	2.00	2.00	4.00	1.00	2.00	0.00	3.00	2.00	11.00	9.00	6.00	5.00	0.00	2.00	3.00
"FBgn0001259"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001263"	0.00	0.00	1.00	1.00	2.00	2.00	3.00	4.00	3.00	0.00	0.00	3.00	0.00	0.00	0.00
"FBgn0001269"	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00
"FBgn0001276"	872.00	894.00	792.00	1349.00	1392.00	1356.00	1044.00	1123.00	1068.00	975.00	983.00	1057.00	1009.00	909.00	1275.00
"FBgn0001280"	2354.00	2456.00	1943.00	2601.00	2559.00	2390.00	2685.00	3283.00	2898.00	2741.00	2841.00	2946.00	2498.00	2503.00	2727.00
"FBgn0001281"	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00
"FBgn0001285"	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001291"	406.00	437.00	353.00	709.00	715.00	626.00	11.00	13.00	6.00	338.00	264.00	271.00	442.00	518.00	527.00
"FBgn0001296"	1.00	1.00	2.00	3.00	9.00	2.00	11.00	3.00	11.00	0.00	6.00	2.00	4.00	2.00	2.00
"FBgn0001297"	112.00	183.00	148.00	116.00	172.00	79.00	127.00	85.00	71.00	106.00	125.00	89.00	136.00	154.00	212.00
"FBgn0001301"	885.00	1507.00	1756.00	977.00	1221.00	857.00	2573.00	1819.00	2308.00	1004.00	822.00	963.00	735.00	697.00	1831.00
"FBgn0001308"	3559.00	5354.00	5650.00	5065.00	5820.00	4692.00	3095.00	2016.00	2960.00	2699.00	2716.00	3288.00	3034.00	3152.00	6869.00
"FBgn0001311"	1.00	1.00	5.00	3.00	5.00	2.00	23.00	13.00	8.00	7.00	9.00	12.00	1.00	0.00	1.00
"FBgn0001313"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001316"	1448.00	2488.00	2448.00	1428.00	1942.00	1151.00	2337.00	1529.00	2088.00	1046.00	872.00	1066.00	1168.00	1365.00	2771.00
"FBgn0001319"	1.00	1.00	1.00	0.00	0.00	0.00	2.00	1.00	1.00	2.00	1.00	0.00	0.00	0.00	0.00
"FBgn0001320"	1.00	2.00	4.00	26.00	17.00	45.00	7.00	8.00	8.00	2.00	5.00	2.00	5.00	2.00	7.00
"FBgn0001321"	5.00	10.00	6.00	6.00	8.00	5.00	8.00	5.00	5.00	5.00	4.00	4.00	6.00	6.00	2.00
"FBgn0001323"	0.00	0.00	0.00	1.00	0.00	8.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001324"	125.00	329.00	335.00	107.00	151.00	68.00	26.00	15.00	27.00	77.00	72.00	75.00	63.00	142.00	269.00
"FBgn0001325"	2.00	2.00	1.00	25.00	15.00	64.00	1.00	2.00	2.00	4.00	2.00	1.00	0.00	0.00	3.00
"FBgn0001330"	796.00	1075.00	1392.00	956.00	1181.00	999.00	1149.00	857.00	1109.00	716.00	578.00	740.00	604.00	525.00	1079.00
"FBgn0001341"	1856.00	2701.00	3066.00	2063.00	2599.00	2056.00	3642.00	2493.00	2944.00	1963.00	1417.00	1743.00	1752.00	1151.00	3249.00
"FBgn0001404"	1843.00	2787.00	2814.00	2815.00	3164.00	2604.00	2853.00	2039.00	2592.00	1693.00	1489.00	1892.00	1820.00	1697.00	4001.00
"FBgn0001491"	1880.00	2162.00	1797.00	1756.00	1904.00	1610.00	2191.00	2790.00	2403.00	1957.00	2015.00	1804.00	1636.00	1835.00	2376.00
"FBgn0001565"	4146.00	5278.00	5345.00	5839.00	6074.00	5664.00	6144.00	5615.00	5763.00	4490.00	4011.00	4357.00	4024.00	3567.00	6006.00
"FBgn0001612"	2099.00	3028.00	2873.00	2762.00	3063.00	2456.00	1467.00	1055.00	1393.00	1788.00	1630.00	2233.00	1910.00	2070.00	3811.00
"FBgn0001624"	1040.00	1983.00	1999.00	1201.00	1409.00	976.00	2710.00	1981.00	2360.00	1126.00	855.00	825.00	701.00	802.00	1981.00
"FBgn0001941"	5076.00	5290.00	4900.00	6722.00	7063.00	6162.00	5494.00	5786.00	5233.00	5831.00	5295.00	5820.00	5194.00	3684.00	6811.00
"FBgn0001942"	28923.00	32950.00	31135.00	42140.00	45583.00	40767.00	39282.00	37738.00	38975.00	33879.00	32769.00	37662.00	35962.00	28341.00	45827.00
"FBgn0001961"	1325.00	1623.00	1686.00	2301.00	2410.00	2311.00	1402.00	1303.00	1487.00	1551.00	1738.00	1834.00	1770.00	1667.00	2046.00
"FBgn0001965"	303.00	635.00	744.00	225.00	289.00	159.00	36.00	19.00	35.00	201.00	148.00	218.00	209.00	373.00	570.00
"FBgn0001967"	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001970"	762.00	915.00	861.00	962.00	968.00	896.00	208.00	161.00	192.00	480.00	623.00	696.00	833.00	846.00	1093.00
"FBgn0001977"	1517.00	1581.00	1304.00	2512.00	2677.00	2395.00	1741.00	2055.00	1703.00	2252.00	2045.00	2336.00	2002.00	1947.00	2143.00
"FBgn0001978"	2928.00	4426.00	5083.00	4120.00	4784.00	3949.00	4628.00	3385.00	4370.00	2438.00	2269.00	2666.00	2748.00	2771.00	5643.00
"FBgn0001981"	23.00	20.00	26.00	33.00	45.00	41.00	25.00	24.00	26.00	31.00	21.00	33.00	60.00	17.00	49.00
"FBgn0001983"	2.00	1.00	1.00	4.00	2.00	0.00	1.00	1.00	2.00	2.00	1.00	1.00	2.00	3.00	1.00
"FBgn0001986"	1245.00	1707.00	2220.00	1964.00	2142.00	1977.00	2392.00	1750.00	2260.00	1169.00	1126.00	1295.00	1220.00	873.00	2177.00
"FBgn0001987"	21.00	40.00	50.00	87.00	125.00	89.00	72.00	93.00	81.00	37.00	45.00	38.00	161.00	134.00	284.00
"FBgn0001989"	847.00	891.00	763.00	1051.00	1110.00	1025.00	687.00	829.00	750.00	1028.00	1164.00	1215.00	1187.00	1039.00	1067.00
"FBgn0001990"	1343.00	1604.00	1345.00	1818.00	2116.00	1799.00	1817.00	1863.00	1758.00	1500.00	1395.00	1733.00	1578.00	1187.00	2250.00
"FBgn0001991"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00
"FBgn0001992"	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
"FBgn0001994"	1567.00	2372.00	2692.00	2146.00	2558.00	2011.00	3084.00	2148.00	2759.00	1296.00	1188.00	1356.00	1557.00	1686.00	3275.00
"FBgn0001995"	1400.00	1441.00	1113.00	1752.00	1842.00	1645.00	1414.00	1784.00	1531.00	1718.00	1656.00	1792.00	1876.00	1714.00	1803.00
"FBgn0002021"	1287.00	1479.00	1268.00	1545.00	1556.00	1319.00	658.00	624.00	682.00	1278.00	1396.00	1473.00	1344.00	1510.00	1747.00
"FBgn0002022"	1615.00	1973.00	1928.00	2397.00	2519.00	2403.00	2597.00	2274.00	2426.00	1831.00	1818.00	1864.00	1856.00	1635.00	2649.00
"FBgn0002023"	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002031"	4437.00	4967.00	4397.00	6710.00	7035.00	6915.00	2555.00	2549.00	2562.00	5653.00	6076.00	6154.00	6324.00	5735.00	6458.00
"FBgn0002036"	478.00	596.00	471.00	728.00	763.00	710.00	113.00	99.00	123.00	476.00	511.00	598.00	557.00	547.00	771.00
"FBgn0002044"	3672.00	5946.00	6070.00	3081.00	4094.00	2469.00	3579.00	2417.00	3242.00	3246.00	2589.00	3382.00	3772.00	4056.00	7448.00
"FBgn0002069"	2743.00	3318.00	3223.00	4524.00	4423.00	4262.00	330.00	231.00	323.00	2568.00	2378.00	2737.00	2520.00	3128.00	3746.00
"FBgn0002121"	6900.00	10010.00	9586.00	6481.00	7771.00	5482.00	14267.00	11579.00	12992.00	7230.00	5058.00	7243.00	180.00	113.00	830.00
"FBgn0002174"	606.00	840.00	842.00	865.00	980.00	944.00	136.00	121.00	144.00	545.00	582.00	532.00	642.00	723.00	915.00
"FBgn0002183"	4492.00	6396.00	6306.00	7332.00	8126.00	6963.00	882.00	536.00	860.00	3465.00	3535.00	4404.00	3960.00	4222.00	7565.00
"FBgn0002283"	2157.00	2457.00	1989.00	3316.00	3386.00	2992.00	273.00	159.00	264.00	2417.00	2314.00	2726.00	2247.00	2384.00	2532.00
"FBgn0002284"	6849.00	7468.00	6449.00	9014.00	9691.00	8993.00	8679.00	9611.00	8972.00	8026.00	8282.00	9496.00	8310.00	7325.00	8917.00
"FBgn0002306"	0.00	2.00	0.00	1.00	2.00	2.00	0.00	0.00	0.00	2.00	1.00	0.00	1.00	0.00	0.00
"FBgn0002354"	174.00	156.00	111.00	195.00	187.00	179.00	35.00	45.00	48.00	294.00	264.00	266.00	347.00	333.00	355.00
"FBgn0002413"	6760.00	9803.00	10621.00	11263.00	12688.00	10779.00	10635.00	8604.00	9837.00	6548.00	6035.00	6696.00	6722.00	5540.00	13134.00
"FBgn0002431"	2551.00	6374.00	8024.00	2460.00	3463.00	1869.00	7436.00	4531.00	6674.00	1766.00	1360.00	1829.00	1830.00	2112.00	6478.00
