	"RWUpf_B.genes.results"	"RWUpf_C.genes.results"	"RWUpf_D.genes.results"	"RWNos_A.genes.results"	"RWNos_B.genes.results"	"RWNos_C.genes.results"	"RWUN_G.genes.results"	"RWUN_K.genes.results"	"RWUN_L.genes.results"	"RWL7_A.genes.results"	"RWL7_B.genes.results"	"RWL7_C.genes.results"	"RWW_B.genes.results"	"RWW_C.genes.results"	"RWW_D.genes.results"
"FBgn0000617"	59.80	68.10	61.99	71.47	65.77	71.92	79.13	80.94	75.58	58.01	66.82	64.36	74.88	77.54	74.77
"FBgn0000618"	155.55	145.11	118.05	150.39	139.39	140.24	150.56	188.67	167.08	157.33	181.68	166.74	156.60	167.93	138.76
"FBgn0000625"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00
"FBgn0000629"	17.64	21.47	20.45	27.86	26.98	26.50	0.52	0.32	0.72	12.75	10.26	11.68	10.05	15.37	16.50
"FBgn0000633"	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.01	0.01	0.00	0.00	0.01
"FBgn0000635"	0.15	0.21	0.21	0.24	0.25	0.21	0.63	0.28	0.46	0.22	0.05	0.12	0.09	0.16	0.17
"FBgn0000636"	0.00	0.00	0.03	0.02	0.02	0.00	0.05	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.05
"FBgn0000639"	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000640"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000644"	0.09	0.00	0.28	0.00	0.00	0.00	0.10	0.00	0.09	0.08	0.23	0.15	0.00	0.08	0.00
"FBgn0000658"	0.00	0.04	0.02	0.00	0.02	0.09	0.00	0.00	0.00	0.02	0.00	0.05	0.00	0.04	0.00
"FBgn0000659"	0.02	0.00	0.00	0.02	0.07	0.08	0.05	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000662"	65.39	80.53	95.69	85.51	92.02	84.16	117.19	80.69	100.27	62.51	56.45	54.16	56.36	47.23	85.95
"FBgn0000667"	39.99	52.79	60.32	58.75	61.43	59.00	36.78	22.43	33.98	29.29	30.26	33.66	35.78	36.65	55.76
"FBgn0000709"	18.17	29.11	37.28	21.23	24.43	20.86	17.48	10.62	17.18	13.60	12.59	15.16	16.04	18.29	31.11
"FBgn0000711"	31.51	39.94	48.72	38.75	41.25	35.63	68.99	46.91	58.76	32.41	23.93	28.06	28.66	22.76	48.01
"FBgn0000715"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000719"	19.34	28.55	32.17	24.91	27.81	22.87	17.62	9.15	12.55	14.40	11.57	13.13	13.55	13.24	21.24
"FBgn0000721"	93.09	137.99	168.89	88.67	105.20	87.33	237.86	147.36	200.82	69.12	60.77	69.40	74.36	68.28	151.03
"FBgn0000723"	0.03	0.00	0.03	0.03	0.08	0.06	0.03	0.04	0.09	0.00	0.02	0.07	0.03	0.06	0.10
"FBgn0000808"	13.58	14.73	15.85	16.92	15.68	17.59	6.30	4.83	6.69	13.56	16.62	14.67	13.45	12.14	15.06
"FBgn0000810"	21.33	25.40	32.76	28.74	31.24	29.67	33.30	25.50	31.12	15.92	12.99	13.49	12.28	10.03	22.36
"FBgn0000826"	53.73	49.67	54.23	75.42	71.94	78.50	6.05	6.03	7.30	47.78	59.24	51.87	86.46	87.16	77.46
"FBgn0000927"	57.71	68.20	73.45	74.93	75.95	81.57	2.71	1.89	3.00	42.90	45.51	44.51	58.68	77.14	63.87
"FBgn0000928"	0.21	0.17	0.20	0.05	0.23	0.05	0.71	0.58	0.60	0.18	0.14	0.07	0.05	0.06	0.25
"FBgn0000964"	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0000996"	126.13	159.24	193.41	189.97	201.40	196.55	246.60	166.91	226.85	116.70	102.06	118.48	128.01	100.91	214.60
"FBgn0001075"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001077"	0.18	0.04	0.28	0.45	0.38	1.23	0.47	0.29	0.09	0.04	0.11	0.11	0.19	0.00	0.21
"FBgn0001078"	25.09	46.16	58.54	21.04	25.50	17.19	55.41	34.42	48.97	16.20	12.75	14.07	17.70	24.22	47.99
"FBgn0001079"	20.13	27.52	35.83	24.55	26.12	23.40	39.23	24.79	33.67	18.10	16.36	17.01	20.49	15.62	35.62
"FBgn0001083"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
"FBgn0001084"	28.22	25.18	29.02	34.06	33.12	34.34	17.32	15.72	18.07	23.11	24.40	26.34	27.55	25.50	30.79
"FBgn0001085"	40.74	54.66	54.72	37.30	41.83	33.28	75.54	55.48	67.02	34.57	29.77	34.12	32.90	25.32	58.88
"FBgn0001086"	152.96	169.49	214.82	190.93	183.09	190.65	312.25	221.16	268.68	140.78	140.30	143.91	130.11	88.79	199.39
"FBgn0001087"	32.40	43.66	55.48	39.53	41.48	37.95	41.16	26.69	37.92	23.30	22.50	25.79	26.66	23.88	49.71
"FBgn0001089"	0.00	0.06	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001090"	0.07	0.07	0.22	0.68	0.44	2.03	0.18	0.52	0.21	0.04	0.07	0.08	0.00	0.00	0.00
"FBgn0001091"	586.38	582.83	596.94	628.52	598.49	637.93	110.98	84.81	102.57	618.26	658.90	643.47	742.98	765.00	586.49
"FBgn0001092"	916.32	915.12	808.68	1223.38	1144.40	1235.89	43.59	41.87	44.37	820.96	712.71	748.07	1010.98	1360.46	947.33
"FBgn0001098"	113.05	152.18	192.52	146.44	153.21	148.73	201.57	153.50	192.65	90.46	90.55	102.06	105.74	96.00	149.27
"FBgn0001099"	73.43	64.69	62.35	76.68	74.84	73.84	74.81	79.72	70.46	71.01	67.11	72.08	58.85	56.24	69.60
"FBgn0001104"	169.96	171.18	194.47	189.04	190.94	186.62	257.39	218.55	230.05	150.09	137.28	134.41	147.29	107.56	249.51
"FBgn0001105"	194.60	217.32	233.67	222.02	232.67	208.84	285.52	234.98	256.49	181.20	165.23	198.28	194.36	187.78	278.49
"FBgn0001108"	28.82	37.64	46.72	32.89	34.51	30.18	9.29	5.09	8.92	19.92	17.93	22.55	23.48	28.98	43.71
"FBgn0001112"	0.00	0.00	0.03	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00
"FBgn0001114"	0.00	0.00	0.05	0.02	0.00	0.00	0.00	0.02	0.09	0.00	0.00	0.00	0.02	0.00	0.02
"FBgn0001120"	856.75	804.73	725.67	961.27	899.53	925.13	130.59	96.48	124.49	901.79	869.34	916.78	994.06	1064.22	915.09
"FBgn0001122"	25.86	38.61	41.19	25.79	28.09	22.81	63.36	47.40	50.98	21.47	16.36	20.29	19.74	15.95	41.63
"FBgn0001123"	2.43	2.16	2.39	3.27	4.10	4.65	3.17	3.11	2.77	4.32	2.24	2.24	1.37	1.12	2.27
"FBgn0001124"	199.53	200.94	202.58	254.54	255.36	251.52	253.78	224.98	229.29	225.53	210.58	220.23	211.88	200.35	238.04
"FBgn0001125"	91.69	102.55	102.97	138.76	123.92	140.30	4.79	5.19	5.34	68.85	67.50	68.21	82.39	115.94	92.81
"FBgn0001128"	262.69	266.82	257.85	342.71	334.42	325.87	164.60	154.12	161.37	256.15	257.96	281.79	268.33	278.84	278.24
"FBgn0001133"	44.18	45.25	52.76	55.67	55.93	56.67	56.19	54.39	57.09	41.14	42.97	45.75	46.10	40.26	60.02
"FBgn0001134"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001137"	14.25	16.01	16.14	14.78	14.76	13.56	23.45	24.52	23.30	14.12	13.97	14.93	17.71	18.24	21.26
"FBgn0001138"	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.02	0.00
"FBgn0001139"	85.16	115.48	141.18	87.96	98.87	79.63	176.85	116.43	148.43	75.33	69.65	74.42	78.16	64.25	118.11
"FBgn0001142"	281.93	314.29	335.04	377.46	363.74	364.51	235.95	201.89	220.33	268.93	263.06	285.21	218.41	226.26	255.20
"FBgn0001145"	0.05	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.04	0.00	0.04	0.00	0.05	0.00
"FBgn0001147"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001148"	0.00	0.00	0.00	0.00	0.00	0.12	0.05	0.00	0.00	0.04	0.00	0.04	0.00	0.00	0.00
"FBgn0001149"	732.43	687.05	620.08	1147.86	1045.06	1205.38	35.88	37.85	39.26	371.85	388.74	360.82	829.92	1158.10	890.41
"FBgn0001150"	0.22	0.12	0.46	0.52	0.83	2.02	0.88	1.05	0.85	0.07	0.22	0.32	0.34	0.16	0.17
"FBgn0001168"	0.10	0.23	0.24	0.06	0.40	0.88	0.14	0.22	0.15	0.08	0.18	0.00	0.28	0.03	0.23
"FBgn0001169"	18.59	34.09	48.18	14.79	17.57	11.06	48.16	28.42	43.57	11.30	10.30	12.20	13.23	15.79	31.64
"FBgn0001170"	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001174"	7.63	6.27	4.46	25.33	24.07	57.44	9.93	7.24	5.46	6.71	6.96	7.34	11.43	3.93	9.81
"FBgn0001179"	27.16	35.43	39.17	37.20	38.06	38.33	27.55	19.22	24.45	22.72	25.78	28.74	26.67	27.03	38.14
"FBgn0001180"	43.13	62.02	70.97	44.46	46.10	42.14	0.46	0.40	0.40	27.80	22.38	30.53	33.76	38.58	62.91
"FBgn0001185"	34.22	40.56	39.33	31.31	29.99	29.23	34.05	29.75	31.26	28.64	25.02	24.45	23.86	25.84	36.16
"FBgn0001186"	64.09	85.84	97.60	73.83	77.63	68.39	33.36	19.96	31.05	50.65	47.43	57.17	54.23	66.61	85.43
"FBgn0001187"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00
"FBgn0001189"	17.22	20.98	24.68	22.51	22.89	22.62	16.28	9.40	13.34	15.30	15.33	16.63	13.59	10.94	22.51
"FBgn0001197"	1870.97	2068.70	1913.14	2273.45	2255.58	2226.23	2624.95	2617.37	2418.78	2126.63	2068.99	1869.02	1818.69	1700.47	2002.17
"FBgn0001202"	38.34	44.07	48.18	45.70	48.62	43.80	72.82	55.59	61.02	40.94	34.36	39.88	42.60	34.02	56.93
"FBgn0001206"	19.07	28.69	39.67	21.57	24.32	20.04	49.05	26.87	43.89	11.95	11.27	13.80	14.21	13.14	28.90
"FBgn0001208"	0.05	0.14	0.11	0.13	0.25	0.27	0.00	0.00	0.00	0.22	0.13	0.26	0.05	0.00	0.00
"FBgn0001215"	190.43	285.67	334.37	234.64	252.02	242.56	455.31	378.85	388.43	152.53	126.71	127.68	133.69	141.94	297.37
"FBgn0001216"	0.04	0.03	0.09	0.06	0.09	0.03	0.04	0.06	0.04	0.05	0.10	0.05	0.03	0.06	0.03
"FBgn0001217"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001218"	384.88	485.94	556.35	407.79	428.56	379.41	283.05	169.33	261.55	280.92	286.24	348.00	300.08	294.87	486.12
"FBgn0001220"	111.75	124.83	138.74	155.31	153.19	149.12	11.54	6.69	11.92	77.14	79.89	95.62	96.92	108.52	135.55
"FBgn0001222"	85.68	104.17	117.43	118.51	126.98	111.66	26.83	15.46	22.62	65.17	58.12	74.43	81.52	90.07	122.52
"FBgn0001223"	98.58	89.26	87.87	66.89	67.59	64.71	105.31	112.53	104.32	119.63	108.37	101.91	92.33	88.74	79.14
"FBgn0001224"	183.44	158.20	160.79	129.53	119.77	128.59	305.52	257.40	261.02	170.52	215.41	229.98	144.48	138.86	137.28
"FBgn0001225"	1788.55	1715.99	1502.10	1950.11	1869.51	1954.08	104.03	82.91	94.76	1739.36	1883.31	1697.48	1867.88	2219.38	1612.86
"FBgn0001226"	1084.94	1181.15	1106.09	1429.91	1396.75	1414.18	149.41	106.99	151.80	980.10	1140.92	1275.59	1198.17	1313.13	1092.32
"FBgn0001227"	0.81	0.66	0.48	0.80	0.86	0.55	1.19	1.34	1.20	0.53	1.15	0.97	0.59	0.25	0.53
"FBgn0001228"	0.41	0.52	0.22	0.32	0.11	0.37	0.18	0.19	0.24	0.49	0.51	0.38	0.70	0.68	0.48
"FBgn0001229"	0.35	0.56	0.00	0.30	0.34	0.08	0.18	0.00	0.18	0.37	0.07	0.00	0.08	0.41	0.27
"FBgn0001230"	1.10	1.29	1.59	1.83	2.13	2.29	0.69	0.49	0.91	1.60	1.07	1.10	1.04	0.48	0.75
"FBgn0001233"	1445.80	1688.83	1936.02	1718.18	1784.11	1693.04	116.52	54.47	105.46	1282.90	959.89	1141.53	1319.23	1562.21	1889.84
"FBgn0001234"	0.85	1.30	1.36	1.38	1.11	2.25	3.65	3.50	4.04	8.37	12.24	13.07	1.24	1.49	1.12
"FBgn0001235"	0.00	0.01	0.03	0.03	0.01	0.07	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001247"	17.95	21.76	23.35	17.24	19.84	17.71	1.75	0.84	2.06	13.54	11.80	16.24	16.74	18.80	24.59
"FBgn0001248"	427.54	417.17	417.27	512.69	507.30	512.21	79.63	51.54	71.39	374.50	385.63	479.59	463.26	465.42	483.87
"FBgn0001250"	0.00	0.00	0.01	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.01
"FBgn0001253"	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001254"	0.00	0.00	0.00	0.04	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001255"	1.16	1.41	1.14	1.17	1.64	1.08	2.77	1.47	2.28	1.10	1.11	0.95	0.87	1.01	1.44
"FBgn0001256"	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00
"FBgn0001257"	0.10	0.09	0.00	0.03	0.00	0.06	0.18	0.03	0.17	0.86	0.14	0.00	0.17	0.08	0.07
"FBgn0001258"	0.12	0.11	0.26	0.05	0.10	0.00	0.19	0.12	0.65	0.44	0.31	0.24	0.00	0.11	0.14
"FBgn0001259"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001263"	0.00	0.00	0.03	0.03	0.05	0.06	0.11	0.13	0.10	0.00	0.00	0.08	0.00	0.00	0.00
"FBgn0001269"	0.00	0.01	0.00	0.02	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.02	0.00
"FBgn0001276"	112.57	106.10	108.00	147.07	141.73	154.45	142.26	137.77	140.61	105.90	108.35	112.18	113.11	109.42	128.94
"FBgn0001280"	338.14	323.20	294.14	314.18	289.26	302.95	405.89	446.87	422.84	330.73	347.86	346.79	310.53	333.56	306.14
"FBgn0001281"	0.18	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.16	0.00	0.16	0.00	0.00
"FBgn0001285"	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001291"	21.22	20.95	19.46	31.37	29.45	28.51	0.61	0.65	0.32	14.77	11.67	11.63	20.00	25.25	21.48
"FBgn0001296"	0.04	0.03	0.07	0.09	0.25	0.06	0.41	0.10	0.39	0.00	0.17	0.05	0.12	0.07	0.05
"FBgn0001297"	2.31	3.45	3.21	2.03	2.79	1.41	2.76	1.66	1.49	1.82	2.17	1.50	2.41	2.96	3.40
"FBgn0001301"	11.72	18.29	24.50	10.97	12.74	9.83	36.00	22.99	31.17	11.08	9.16	10.46	8.41	8.61	18.87
"FBgn0001308"	70.57	97.30	118.08	85.11	90.92	80.64	64.84	38.15	59.86	44.62	45.35	53.50	52.02	58.31	106.04
"FBgn0001311"	0.01	0.01	0.07	0.03	0.05	0.02	0.32	0.16	0.11	0.08	0.10	0.13	0.01	0.00	0.01
"FBgn0001313"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001316"	15.52	23.59	26.68	13.65	16.93	11.00	26.98	15.71	23.03	9.85	8.63	10.23	11.22	13.98	23.14
"FBgn0001319"	0.03	0.02	0.03	0.00	0.00	0.00	0.05	0.02	0.03	0.03	0.02	0.00	0.00	0.00	0.00
"FBgn0001320"	0.04	0.07	0.17	0.88	0.52	1.55	0.30	0.31	0.33	0.07	0.17	0.07	0.18	0.08	0.22
"FBgn0001321"	0.14	0.26	0.18	0.14	0.18	0.12	0.24	0.13	0.14	0.12	0.09	0.09	0.15	0.16	0.04
"FBgn0001323"	0.00	0.00	0.00	0.02	0.00	0.13	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00
"FBgn0001324"	2.03	4.68	5.11	2.21	2.37	1.70	0.38	0.35	0.29	1.25	1.44	1.38	1.13	2.60	2.93
"FBgn0001325"	0.06	0.05	0.03	0.63	0.35	1.66	0.03	0.06	0.06	0.07	0.05	0.02	0.00	0.00	0.07
"FBgn0001330"	14.90	18.44	27.47	15.17	17.42	16.21	22.73	15.31	21.17	11.17	9.11	11.37	9.78	9.17	15.73
"FBgn0001341"	37.20	49.62	64.77	35.04	41.04	35.72	77.13	47.68	60.18	32.81	23.92	28.67	30.37	21.52	50.70
"FBgn0001404"	39.13	54.26	62.70	50.58	52.99	48.03	64.48	41.82	56.57	30.23	27.15	33.46	33.71	33.97	66.20
"FBgn0001491"	175.70	185.56	177.27	138.75	140.29	131.98	216.20	248.12	229.03	153.42	160.05	138.52	132.58	159.94	173.60
"FBgn0001565"	157.70	185.56	216.74	190.45	183.08	188.14	247.50	200.95	224.54	142.26	127.19	136.19	132.67	126.95	181.19
"FBgn0001612"	43.43	57.42	62.65	48.43	49.93	44.05	32.07	20.83	29.39	30.84	28.40	37.91	34.17	39.96	61.39
"FBgn0001624"	20.20	31.59	34.98	21.45	23.49	18.33	47.07	32.57	39.24	21.24	16.29	13.52	12.09	13.31	26.94
"FBgn0001941"	222.44	212.76	226.49	249.55	244.00	234.97	254.35	241.77	233.87	213.46	195.99	209.40	196.97	150.68	232.65
"FBgn0001942"	1395.03	1461.34	1592.14	1724.28	1739.15	1717.76	2008.51	1735.91	1921.11	1365.36	1341.97	1494.58	1506.62	1274.56	1721.64
"FBgn0001961"	61.38	69.09	82.29	90.45	87.87	93.15	68.46	57.24	70.14	60.07	68.03	69.64	70.88	72.06	73.81
"FBgn0001965"	3.89	7.48	10.08	2.45	2.93	1.77	0.49	0.23	0.46	2.15	1.60	2.30	2.32	4.47	5.70
"FBgn0001967"	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0001970"	27.02	29.75	32.19	28.90	27.05	27.61	7.79	5.45	6.94	14.21	18.64	20.26	25.56	27.99	30.21
"FBgn0001977"	48.90	46.72	44.31	68.59	67.99	67.05	59.29	63.18	55.99	60.59	55.59	61.80	55.83	58.55	53.82
"FBgn0001978"	52.03	72.09	95.20	62.06	66.97	60.81	86.90	57.41	79.22	36.12	33.94	38.88	42.23	45.95	78.07
"FBgn0001981"	0.77	0.62	0.92	0.94	1.19	1.19	0.89	0.77	0.89	0.87	0.59	0.91	1.74	0.53	1.28
"FBgn0001983"	0.07	0.03	0.04	0.12	0.05	0.00	0.04	0.03	0.07	0.06	0.03	0.03	0.06	0.10	0.03
"FBgn0001986"	25.65	32.24	48.21	34.29	34.77	35.31	52.07	34.41	47.49	20.08	19.54	21.90	21.74	16.78	34.92
"FBgn0001987"	0.39	0.68	0.96	1.35	1.81	1.43	1.41	1.63	1.53	0.57	0.70	0.58	2.57	2.30	4.07
"FBgn0001989"	111.17	107.73	105.77	116.03	115.56	118.67	93.78	101.86	100.29	114.19	130.64	131.79	135.86	127.76	110.56
"FBgn0001990"	62.20	67.31	65.01	70.47	76.61	72.29	87.80	81.63	82.09	57.84	53.34	65.74	63.25	50.82	80.90
"FBgn0001991"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.00
"FBgn0001992"	0.00	0.02	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
"FBgn0001994"	32.52	45.25	58.84	37.83	41.91	36.04	67.39	42.60	58.29	22.48	20.65	23.00	27.77	32.37	52.65
"FBgn0001995"	118.51	112.00	99.43	125.42	122.92	121.97	126.39	143.75	132.17	121.90	119.01	124.62	137.65	135.32	119.26
"FBgn0002021"	59.18	62.38	61.49	60.16	56.39	52.79	31.96	27.35	31.98	49.10	54.23	55.61	53.49	64.77	62.64
"FBgn0002022"	74.75	83.76	94.11	93.95	91.89	96.82	126.98	100.34	114.53	70.82	71.10	70.83	74.36	70.60	95.61
"FBgn0002023"	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002031"	271.56	279.18	284.41	347.71	339.52	369.33	165.48	148.48	160.08	289.65	315.08	309.56	335.52	327.11	308.67
"FBgn0002036"	17.93	20.50	18.63	23.13	22.55	23.15	4.48	3.54	4.71	14.91	16.18	18.41	18.08	19.14	22.54
"FBgn0002044"	65.54	97.67	114.93	46.62	57.89	38.10	67.78	41.33	59.45	48.29	38.83	49.59	58.36	67.68	103.69
"FBgn0002069"	107.46	118.96	132.93	149.77	136.26	144.84	13.64	8.61	12.85	83.84	78.45	87.86	85.37	114.67	114.13
"FBgn0002121"	94.81	126.14	138.67	75.52	84.18	65.28	207.49	152.04	182.24	82.94	58.67	81.88	2.14	1.43	8.90
"FBgn0002174"	25.84	32.91	38.00	31.46	32.92	35.20	6.35	5.10	6.43	19.47	21.12	18.78	23.70	28.78	30.58
"FBgn0002183"	92.82	121.14	137.35	128.42	132.37	124.78	19.26	10.55	18.12	59.73	61.52	74.72	70.79	81.44	121.77
"FBgn0002283"	132.74	138.59	128.97	172.76	164.09	160.56	17.71	9.29	16.58	124.46	120.49	137.79	119.76	136.85	121.41
"FBgn0002284"	631.65	632.51	627.79	702.88	704.65	727.38	845.14	843.50	843.87	620.86	649.09	719.55	664.53	630.04	642.88
"FBgn0002306"	0.00	0.03	0.00	0.01	0.02	0.02	0.00	0.00	0.00	0.03	0.01	0.00	0.01	0.00	0.00
"FBgn0002354"	33.24	27.43	22.42	31.39	28.18	30.47	7.05	8.15	9.35	47.49	43.38	41.81	57.69	59.30	53.31
"FBgn0002413"	150.20	198.25	248.50	212.64	223.22	207.21	247.40	178.80	220.03	120.60	111.54	121.41	128.53	114.80	224.88
"FBgn0002431"	20.10	46.02	66.62	16.43	21.49	12.74	61.91	34.08	53.63	11.59	9.01	11.82	12.46	15.53	39.71
"FBgn0002440"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002441"	14.58	19.90	26.82	16.32	17.65	12.74	19.72	11.42	18.43	9.62	8.86	11.08	11.82	14.26	23.33
"FBgn0002466"	26.28	47.01	59.73	20.99	25.62	19.50	79.46	47.56	67.24	16.76	14.47	15.37	14.64	15.68	41.89
"FBgn0002521"	177.87	193.06	178.50	165.42	168.83	144.38	235.82	245.59	232.50	159.54	128.34	145.67	147.89	148.16	238.22
"FBgn0002522"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002524"	92.10	109.33	117.44	113.23	117.65	109.07	85.36	61.71	74.72	92.19	83.48	94.12	93.79	64.75	131.51
"FBgn0002525"	86.78	116.55	134.43	108.25	116.79	104.82	157.29	117.42	144.31	71.13	72.77	76.35	78.73	75.05	123.64
"FBgn0002526"	0.00	0.00	0.02	0.00	0.00	0.00	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00
"FBgn0002531"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002533"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002534"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002535"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002542"	51.49	68.38	72.12	66.72	67.12	64.55	3.70	1.81	3.57	33.54	32.04	39.55	41.72	54.57	73.84
"FBgn0002543"	0.00	0.00	0.00	0.00	0.00	0.06	0.02	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.01
"FBgn0002552"	29.06	46.57	57.64	30.77	32.46	24.05	11.78	5.74	11.22	20.22	17.89	20.58	22.94	32.41	43.13
"FBgn0002561"	1.61	1.69	1.22	2.08	3.15	3.56	1.86	2.12	1.88	2.83	3.32	4.29	5.92	2.00	3.96
"FBgn0002562"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002563"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002564"	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.03	0.00	0.00
"FBgn0002565"	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002566"	58.52	63.65	61.59	55.70	60.39	51.45	91.02	88.24	84.70	66.29	50.06	58.58	56.25	56.59	85.71
"FBgn0002567"	122.49	141.87	165.21	162.40	156.91	158.10	136.70	112.45	137.40	97.15	99.68	99.32	92.04	93.16	127.94
"FBgn0002569"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002570"	0.13	0.04	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.04	0.11	0.00	0.00	0.00
"FBgn0002571"	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.03
"FBgn0002573"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"FBgn0002576"	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00
"FBgn0002577"	0.17	0.23	0.23	0.18	0.19	0.08	0.39	0.17	0.23	0.11	0.24	0.25	0.61	0.93	1.41
"FBgn0002578"	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00
